Year,Grade,Org_code,DistrictName,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2011,03,00070000,Amesbury,"Low Income",44,42,2," "," "," "," ",44,42,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00070000,Amesbury,White,180,177,2," ",1," "," ",181,178,2," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2011,03,00070000,Amesbury,"Special Ed",30,27,2," ",1," "," ",30,28,2," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2011,04,00070000,Amesbury,"All Students",178,170,8," "," "," "," ",177,167,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00070000,Amesbury,"Low Income",49,45,4," "," "," "," ",48,42,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00070000,Amesbury,White,162,157,5," "," "," "," ",162,155,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00070000,Amesbury,"Special Ed",42,34,8," "," "," "," ",41,31,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,00070000,Amesbury,"All Students",171,167,4," "," "," "," ",171,166,5," "," "," "," ",170,167,3," "," "," "," ",100,100,100
2011,05,00070000,Amesbury,"Low Income",46,45,1," "," "," "," ",46,45,1," "," "," "," ",46,45,1," "," "," "," ",100,100,100
2011,05,00070000,Amesbury,White,158,154,4," "," "," "," ",158,153,5," "," "," "," ",157,154,3," "," "," "," ",100,100,100
2011,05,00070000,Amesbury,"Special Ed",31,27,4," "," "," "," ",31,26,5," "," "," "," ",30,27,3," "," "," "," ",100,100,100
2011,06,00070000,Amesbury,"All Students",204,198,6," "," "," "," ",204,198,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00070000,Amesbury,"Low Income",59,57,2," "," "," "," ",59,57,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00070000,Amesbury,White,191,185,6," "," "," "," ",191,185,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00070000,Amesbury,"Special Ed",33,27,6," "," "," "," ",33,27,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00070000,Amesbury,"All Students",210,208,2," "," "," "," ",210,208,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00070000,Amesbury,"Low Income",59,58,1," "," "," "," ",59,58,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00070000,Amesbury,Hispanic/Latino,14,13,1," "," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00070000,Amesbury,White,183,182,1," "," "," "," ",183,182,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00070000,Amesbury,Multi-race,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00070000,Amesbury,"Special Ed",36,34,2," "," "," "," ",36,34,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,00070000,Amesbury,"All Students",176,174,2," "," "," "," ",178,176,2," "," "," "," ",178,174,2,1,1," "," ",100,100,99
2011,08,00070000,Amesbury,"Low Income",44,43,1," "," "," "," ",46,45,1," "," "," "," ",46,43,1,1,1," "," ",100,100,96
2011,08,00070000,Amesbury,White,167,165,2," "," "," "," ",169,167,2," "," "," "," ",169,165,2,1,1," "," ",100,100,99
2011,08,00070000,Amesbury,"Special Ed",32,30,2," "," "," "," ",33,31,2," "," "," "," ",33,30,2,1," "," "," ",100,100,97
2011,10,00070000,Amesbury,"All Students",156,152,3," ",1," "," ",156,150,2,3,1," "," ",150,139,1,3," "," ",7,99,97,98
2011,10,00070000,Amesbury,"Low Income",32,29,2," ",1," "," ",33,30,2,1," "," "," ",29,23,1,2," "," ",3,97,97,94
2011,10,00070000,Amesbury,White,143,139,3," ",1," "," ",143,137,2,3,1," "," ",138,130,1,3," "," ",4,99,97,98
2011,10,00070000,Amesbury,"Special Ed",26,22,3," ",1," "," ",26,21,2,2,1," "," ",20,15,1,3," "," ",1,96,88,88
2011,03,00080000,Amherst,"All Students",170,163,3,1,1,2," ",170,163,3,2,1,1," "," "," "," "," "," "," "," ",99,98," "
2011,03,00080000,Amherst,"Low Income",64,61,1,1," ",1," ",64,62,1," "," ",1," "," "," "," "," "," "," "," ",98,100," "
2011,03,00080000,Amherst,Black,10,9," "," "," ",1," ",10,9," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,00080000,Amherst,Asian,21,19,1," "," ",1," ",21,19,1,1," "," "," "," "," "," "," "," "," "," ",100,95," "
2011,03,00080000,Amherst,Hispanic/Latino,35,33,1,1," "," "," ",35,34,1," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2011,03,00080000,Amherst,White,87,85,1," ",1," "," ",87,84,1,1,1," "," "," "," "," "," "," "," "," ",99,98," "
2011,03,00080000,Amherst,Multi-race,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00080000,Amherst,"LEP/Formerly LEP",31,27,1,1," ",2," ",31,28,1,1," ",1," "," "," "," "," "," "," "," ",97,97," "
2011,03,00080000,Amherst,"Special Ed",39,35,3," ",1," "," ",39,35,3," ",1," "," "," "," "," "," "," "," "," ",97,97," "
2011,04,00080000,Amherst,"All Students",189,183,3," "," ",3," ",188,182,3," "," ",3," "," "," "," "," "," "," "," ",100,100," "
2011,04,00080000,Amherst,"Low Income",67,63,2," "," ",2," ",66,62,2," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,04,00080000,Amherst,Black,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00080000,Amherst,Asian,29,28," "," "," ",1," ",28,27," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,04,00080000,Amherst,Hispanic/Latino,34,31,1," "," ",2," ",34,31,1," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,04,00080000,Amherst,White,97,95,2," "," "," "," ",97,95,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00080000,Amherst,Multi-race,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00080000,Amherst,"LEP/Formerly LEP",33,30," "," "," ",3," ",32,29," "," "," ",3," "," "," "," "," "," "," "," ",100,100," "
2011,04,00080000,Amherst,"Special Ed",42,39,3," "," "," "," ",42,39,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,00080000,Amherst,"All Students",172,166,1,1," ",4," ",172,164,1,2,1,4," ",172,164,1,3," ",4," ",99,98,98
2011,05,00080000,Amherst,"Low Income",59,55," ",1," ",3," ",59,55," ",1," ",3," ",59,56," "," "," ",3," ",98,98,100
2011,05,00080000,Amherst,Black,13,13," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2011,05,00080000,Amherst,Asian,16,14," "," "," ",2," ",17,14," ",1," ",2," ",17,15," "," "," ",2," ",100,94,100
2011,05,00080000,Amherst,Hispanic/Latino,34,31," ",1," ",2," ",34,32," "," "," ",2," ",34,32," "," "," ",2," ",97,100,100
2011,05,00080000,Amherst,White,88,87,1," "," "," "," ",88,86,1,1," "," "," ",88,85,1,2," "," "," ",100,99,98
2011,05,00080000,Amherst,Multi-race,18,18," "," "," "," "," ",18,17," "," ",1," "," ",18,17," ",1," "," "," ",100,94,94
2011,05,00080000,Amherst,"LEP/Formerly LEP",24,19," ",1," ",4," ",24,20," "," "," ",4," ",24,20," "," "," ",4," ",96,100,100
2011,05,00080000,Amherst,"Special Ed",35,34,1," "," "," "," ",35,31,1,2,1," "," ",35,32,1,2," "," "," ",100,91,94
2011,06,00080000,Amherst,"All Students",183,181,2," "," "," "," ",184,178,4,1," ",1," "," "," "," "," "," "," "," ",100,99," "
2011,06,00080000,Amherst,"Low Income",56,56," "," "," "," "," ",57,53,2,1," ",1," "," "," "," "," "," "," "," ",100,98," "
2011,06,00080000,Amherst,Black,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00080000,Amherst,Asian,22,22," "," "," "," "," ",23,22," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,00080000,Amherst,Hispanic/Latino,24,24," "," "," "," "," ",24,23," ",1," "," "," "," "," "," "," "," "," "," ",100,96," "
2011,06,00080000,Amherst,White,102,100,2," "," "," "," ",102,100,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00080000,Amherst,Multi-race,18,18," "," "," "," "," ",18,16,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00080000,Amherst,"LEP/Formerly LEP",26,26," "," "," "," "," ",27,26," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,00080000,Amherst,"Special Ed",39,37,2," "," "," "," ",39,35,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00090000,Andover,"All Students",499,490,9," "," "," "," ",501,492,8," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,00090000,Andover,"Low Income",32,28,4," "," "," "," ",32,28,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00090000,Andover,Asian,53,50,3," "," "," "," ",54,51,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00090000,Andover,Hispanic/Latino,18,17,1," "," "," "," ",18,17,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00090000,Andover,White,412,407,5," "," "," "," ",412,408,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00090000,Andover,Multi-race,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00090000,Andover,"LEP/Formerly LEP",16,16," "," "," "," "," ",17,16," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,00090000,Andover,"Special Ed",93,84,9," "," "," "," ",93,85,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00090000,Andover,"All Students",502,492,7," "," ",3," ",503,492,7," "," ",4," "," "," "," "," "," "," "," ",100,100," "
2011,04,00090000,Andover,"Low Income",26,22,3," "," ",1," ",26,22,3," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,04,00090000,Andover,Asian,55,53," "," "," ",2," ",56,53," "," "," ",3," "," "," "," "," "," "," "," ",100,100," "
2011,04,00090000,Andover,Hispanic/Latino,18,15,3," "," "," "," ",18,15,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00090000,Andover,White,408,403,4," "," ",1," ",408,403,4," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,04,00090000,Andover,Multi-race,16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00090000,Andover,"LEP/Formerly LEP",19,16," "," "," ",3," ",20,16," "," "," ",4," "," "," "," "," "," "," "," ",100,100," "
2011,04,00090000,Andover,"Special Ed",94,87,7," "," "," "," ",94,87,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,00090000,Andover,"All Students",481,476,1,2,1,1," ",481,478,1,1," ",1," ",481,477,1,1,1,1," ",99,100,100
2011,05,00090000,Andover,"Low Income",31,30,1," "," "," "," ",31,30,1," "," "," "," ",31,30,1," "," "," "," ",100,100,100
2011,05,00090000,Andover,Asian,57,56," "," "," ",1," ",57,56," "," "," ",1," ",57,56," "," "," ",1," ",100,100,100
2011,05,00090000,Andover,Hispanic/Latino,20,18,1,1," "," "," ",20,19,1," "," "," "," ",20,19,1," "," "," "," ",95,100,100
2011,05,00090000,Andover,White,393,391," ",1,1," "," ",393,392," ",1," "," "," ",393,391," ",1,1," "," ",99,100,99
2011,05,00090000,Andover,"LEP/Formerly LEP",16,14," ",1," ",1," ",16,15," "," "," ",1," ",16,15," "," "," ",1," ",94,100,100
2011,05,00090000,Andover,"Special Ed",84,82,1,1," "," "," ",84,82,1,1," "," "," ",84,81,1,1,1," "," ",99,99,98
2011,06,00090000,Andover,"All Students",528,517,6,1,2,2," ",527,517,7," ",1,2," "," "," "," "," "," "," "," ",99,100," "
2011,06,00090000,Andover,"Low Income",30,29," "," "," ",1," ",30,29," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,00090000,Andover,Asian,52,51," "," "," ",1," ",52,51," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,06,00090000,Andover,Hispanic/Latino,23,23," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00090000,Andover,White,434,425,5,1,2,1," ",433,425,6," ",1,1," "," "," "," "," "," "," "," ",99,100," "
2011,06,00090000,Andover,Multi-race,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00090000,Andover,"LEP/Formerly LEP",12,10," "," "," ",2," ",12,10," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,06,00090000,Andover,"Special Ed",94,87,6," "," ",1," ",94,86,7," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,07,00090000,Andover,"All Students",514,502,7,1,2,2," ",514,503,8,1," ",2," "," "," "," "," "," "," "," ",99,100," "
2011,07,00090000,Andover,"Low Income",32,30,1," "," ",1," ",32,29,2," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,07,00090000,Andover,Asian,62,61," "," "," ",1," ",62,61," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,07,00090000,Andover,Hispanic/Latino,20,19," "," "," ",1," ",20,19," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,07,00090000,Andover,White,412,404,6,1,1," "," ",412,404,7,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00090000,Andover,Multi-race,13,12," "," ",1," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",92,100," "
2011,07,00090000,Andover,"LEP/Formerly LEP",13,11," "," "," ",2," ",13,11," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,07,00090000,Andover,"Special Ed",102,95,7," "," "," "," ",102,94,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,00090000,Andover,"All Students",497,490,3," ",3,1," ",498,492,3,1,1,1," ",498,492,2,1,2,1," ",99,100,99
2011,08,00090000,Andover,"Low Income",29,28,1," "," "," "," ",29,28,1," "," "," "," ",29,29," "," "," "," "," ",100,100,100
2011,08,00090000,Andover,Asian,59,59," "," "," "," "," ",59,59," "," "," "," "," ",59,59," "," "," "," "," ",100,100,100
2011,08,00090000,Andover,Hispanic/Latino,22,21,1," "," "," "," ",23,22,1," "," "," "," ",23,23," "," "," "," "," ",100,100,100
2011,08,00090000,Andover,White,400,395,2," ",3," "," ",400,396,2,1,1," "," ",400,395,2,1,2," "," ",99,100,99
2011,08,00090000,Andover,Multi-race,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2011,08,00090000,Andover,"LEP/Formerly LEP",11,10," "," "," ",1," ",11,10," "," "," ",1," ",11,10," "," "," ",1," ",100,100,100
2011,08,00090000,Andover,"Special Ed",78,74,3," ",1," "," ",78,73,3,1,1," "," ",78,74,2,1,1," "," ",99,97,97
2011,10,00090000,Andover,"All Students",479,472,4," ",3," "," ",478,470,4,1,3," "," ",477,450,3,1," "," ",23,99,99,100
2011,10,00090000,Andover,"Low Income",26,26," "," "," "," "," ",26,25," ",1," "," "," ",25,24," "," "," "," ",1,100,96,100
2011,10,00090000,Andover,Asian,43,43," "," "," "," "," ",43,43," "," "," "," "," ",43,38," "," "," "," ",5,100,100,100
2011,10,00090000,Andover,Hispanic/Latino,12,11,1," "," "," "," ",12,11,1," "," "," "," ",12,11,1," "," "," "," ",100,100,100
2011,10,00090000,Andover,White,411,405,3," ",3," "," ",410,403,3,1,3," "," ",410,389,2,1," "," ",18,99,99,100
2011,10,00090000,Andover,"Special Ed",73,67,4," ",2," "," ",73,68,4," ",1," "," ",74,70,3,1," "," "," ",97,99,100
2011,03,00100000,Arlington,"All Students",400,387,5,1," ",7," ",398,386,5," "," ",7," "," "," "," "," "," "," "," ",100,100," "
2011,03,00100000,Arlington,"Low Income",52,49,1," "," ",2," ",52,49,1," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,03,00100000,Arlington,Asian,44,37," ",1," ",6," ",43,37," "," "," ",6," "," "," "," "," "," "," "," ",98,100," "
2011,03,00100000,Arlington,Hispanic/Latino,19,18," "," "," ",1," ",19,18," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2011,03,00100000,Arlington,White,314,309,5," "," "," "," ",313,308,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00100000,Arlington,Multi-race,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,00100000,Arlington,"LEP/Formerly LEP",38,30," ",1," ",7," ",37,30," "," "," ",7," "," "," "," "," "," "," "," ",97,100," "
2011,03,00100000,Arlington,"Special Ed",61,56,5," "," "," "," ",61,56,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00100000,Arlington,"All Students",434,423,7," ",2,2," ",434,424,8," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,04,00100000,Arlington,"Low Income",53,49,2," "," ",2," ",53,50,1," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,04,00100000,Arlington,Black,21,19,2," "," "," "," ",21,20,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00100000,Arlington,Asian,53,51," "," "," ",2," ",53,51," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,04,00100000,Arlington,Hispanic/Latino,24,24," "," "," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00100000,Arlington,White,309,302,5," ",2," "," ",309,302,7," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2011,04,00100000,Arlington,Multi-race,26,26," "," "," "," "," ",26,26," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,00100000,Arlington,"LEP/Formerly LEP",35,33," "," "," ",2," ",35,33," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2011,04,00100000,Arlington,"Special Ed",67,58,7," ",2," "," ",67,59,8," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2011,05,00100000,Arlington,"All Students",368,358,4,2," ",4," ",368,358,4,1,1,4," ",368,359,4,1," ",4," ",99,99,100
2011,05,00100000,Arlington,"Low Income",40,39," ",1," "," "," ",40,40," "," "," "," "," ",40,40," "," "," "," "," ",98,100,100
2011,05,00100000,Arlington,Black,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2011,05,00100000,Arlington,Asian,28,26," "," "," ",2," ",28,26," "," "," ",2," ",28,26," "," "," ",2," ",100,100,100
2011,05,00100000,Arlington,Hispanic/Latino,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2011,05,00100000,Arlington,White,309,301,4,2," ",2," ",309,301,4,1,1,2," ",309,302,4,1," ",2," ",99,99,100
2011,05,00100000,Arlington,"LEP/Formerly LEP",24,20," "," "," ",4," ",24,20," "," "," ",4," ",24,20," "," "," ",4," ",100,100,100
2011,05,00100000,Arlington,"Special Ed",59,54,4,1," "," "," ",59,54,4,1," "," "," ",59,54,4,1," "," "," ",98,98,98
2011,06,00100000,Arlington,"All Students",350,337,9,3,1," "," ",350,337,10,1," ",2," "," "," "," "," "," "," "," ",99,100," "
2011,06,00100000,Arlington,"Low Income",42,37,4,1," "," "," ",41,36,5," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2011,06,00100000,Arlington,Asian,33,32,1," "," "," "," ",33,32,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00100000,Arlington,Hispanic/Latino,20,18,1,1," "," "," ",20,19,1," "," "," "," "," "," "," "," "," "," "," ",95,100," "
2011,06,00100000,Arlington,White,278,268,7,2,1," "," ",277,267,8,1," ",1," "," "," "," "," "," "," "," ",99,100," "
2011,06,00100000,Arlington,Multi-race,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,00100000,Arlington,"LEP/Formerly LEP",21,17,1,3," "," "," ",21,19,1," "," ",1," "," "," "," "," "," "," "," ",86,100," "
2011,06,00100000,Arlington,"Special Ed",68,57,9,1,1," "," ",67,56,10,1," "," "," "," "," "," "," "," "," "," ",97,99," "
2011,07,00100000,Arlington,"All Students",348,344,3,1," "," "," ",348,345,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00100000,Arlington,"Low Income",41,39,2," "," "," "," ",40,38,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00100000,Arlington,Black,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00100000,Arlington,Asian,33,32,1," "," "," "," ",34,33,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00100000,Arlington,Hispanic/Latino,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00100000,Arlington,White,281,278,2,1," "," "," ",280,278,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00100000,Arlington,"LEP/Formerly LEP",15,15," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,00100000,Arlington,"Special Ed",66,62,3,1," "," "," ",66,63,3," "," "," "," "," "," "," "," "," "," "," ",98,100," "
