Year,Org_code,DistrictName,SchoolName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,00050405,Agawam,"Agawam Junior High",07,"Students with Disabilities",02,49,42,3,1," "," ",3,49,42,4," "," "," ",3," "," "," "," "," "," "," ",98,100," "
2012,00050405,Agawam,"Agawam Junior High",07,"ELL and Former ELL",03,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00050405,Agawam,"Agawam Junior High",07,"Low Income",04,111,100,1,1,2," ",7,111,100,2," ",2," ",7," "," "," "," "," "," "," ",97,98," "
2012,00050405,Agawam,"Agawam Junior High",07,Hispanic/Latino,07,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00050405,Agawam,"Agawam Junior High",07,White,09,323,305,3,1,3," ",11,323,306,4," ",2," ",11," "," "," "," "," "," "," ",99,99," "
2012,00050405,Agawam,"Agawam Junior High",08,"All Students",01,356,345,1,1," "," ",9,357,344,1,1,1," ",10,357,344,1,1,1," ",10,100,99,99
2012,00050405,Agawam,"Agawam Junior High",08,"Students with Disabilities",02,56,49,1," "," "," ",6,57,48,1," ",1," ",7,57,48,1," ",1," ",7,100,98,98
2012,00050405,Agawam,"Agawam Junior High",08,"ELL and Former ELL",03,11,10," "," "," "," ",1,11,10," "," "," "," ",1,11,10," "," "," "," ",1,100,100,100
2012,00050405,Agawam,"Agawam Junior High",08,"Low Income",04,108,101," "," "," "," ",7,108,100," "," ",1," ",7,108,100," "," ",1," ",7,100,99,99
2012,00050405,Agawam,"Agawam Junior High",08,Hispanic/Latino,07,17,15," "," "," "," ",2,17,15," "," "," "," ",2,17,15," "," "," "," ",2,100,100,100
2012,00050405,Agawam,"Agawam Junior High",08,White,09,326,319,1,1," "," ",5,327,318,1,1,1," ",6,327,318,1,1,1," ",6,100,99,99
2012,00050505,Agawam,"Agawam High",10,"All Students",01,336,323,2,2,1,1,7,335,323,2,2,1,1,6,336,312," ",1," ",1,22,99,99,100
2012,00050505,Agawam,"Agawam High",10,"Students with Disabilities",02,40,34,2," ",1,1,2,40,35,2," "," ",1,2,41,33," "," "," ",1,7,98,100,100
2012,00050505,Agawam,"Agawam High",10,"Low Income",04,84,80," "," ",1,1,2,84,79," ",2," ",1,2,84,74," ",1," ",1,8,99,98,99
2012,00050505,Agawam,"Agawam High",10,White,09,315,305,2,2,1," ",5,315,305,2,2,1," ",5,316,296," ",1," "," ",19,99,99,100
2012,00070005,Amesbury,"Amesbury Elementary",03,"All Students",01,77,75," ",1," "," ",1,76,74," "," "," "," ",2," "," "," "," "," "," "," ",99,100," "
2012,00070005,Amesbury,"Amesbury Elementary",03,"Students with Disabilities",02,15,14," ",1," "," "," ",15,14," "," "," "," ",1," "," "," "," "," "," "," ",93,100," "
2012,00070005,Amesbury,"Amesbury Elementary",03,"Low Income",04,22,21," ",1," "," "," ",21,20," "," "," "," ",1," "," "," "," "," "," "," ",95,100," "
2012,00070005,Amesbury,"Amesbury Elementary",03,White,09,67,66," "," "," "," ",1,67,66," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00070005,Amesbury,"Amesbury Elementary",04,"All Students",01,82,81," "," ",1," "," ",82,82," "," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,00070005,Amesbury,"Amesbury Elementary",04,"Students with Disabilities",02,20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00070005,Amesbury,"Amesbury Elementary",04,"Low Income",04,21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00070005,Amesbury,"Amesbury Elementary",04,White,09,74,73," "," ",1," "," ",74,74," "," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,00070010,Amesbury,"Charles C Cashman Elementary",03,"All Students",01,100,93," "," "," ",1,6,100,91,1," ",1,1,6," "," "," "," "," "," "," ",100,99," "
2012,00070010,Amesbury,"Charles C Cashman Elementary",03,"Students with Disabilities",02,15,14," "," "," "," ",1,15,12,1," ",1," ",1," "," "," "," "," "," "," ",100,93," "
2012,00070010,Amesbury,"Charles C Cashman Elementary",03,"Low Income",04,27,20," "," "," ",1,6,27,19,1," "," ",1,6," "," "," "," "," "," "," ",100,100," "
2012,00070010,Amesbury,"Charles C Cashman Elementary",03,White,09,91,87," "," "," "," ",4,91,85,1," ",1," ",4," "," "," "," "," "," "," ",100,99," "
2012,00070010,Amesbury,"Charles C Cashman Elementary",04,"All Students",01,103,101,2," "," "," "," ",102,100,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00070010,Amesbury,"Charles C Cashman Elementary",04,"Students with Disabilities",02,16,14,2," "," "," "," ",16,14,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00070010,Amesbury,"Charles C Cashman Elementary",04,"Low Income",04,20,18,2," "," "," "," ",19,17,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00070010,Amesbury,"Charles C Cashman Elementary",04,White,09,99,97,2," "," "," "," ",98,96,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00070013,Amesbury,"Amesbury Middle",05,"All Students",01,182,170,4," "," "," ",8,181,169,4," "," "," ",8,181,169,4," "," "," ",8,100,100,100
2012,00070013,Amesbury,"Amesbury Middle",05,"Students with Disabilities",02,37,32,4," "," "," ",1,37,32,4," "," "," ",1,37,32,4," "," "," ",1,100,100,100
2012,00070013,Amesbury,"Amesbury Middle",05,"Low Income",04,54,49,1," "," "," ",4,53,48,1," "," "," ",4,53,48,1," "," "," ",4,100,100,100
2012,00070013,Amesbury,"Amesbury Middle",05,White,09,165,159,2," "," "," ",4,164,158,2," "," "," ",4,164,158,2," "," "," ",4,100,100,100
2012,00070013,Amesbury,"Amesbury Middle",06,"All Students",01,171,163,3," "," "," ",5,171,162,3," ",1," ",5," "," "," "," "," "," "," ",100,99," "
2012,00070013,Amesbury,"Amesbury Middle",06,"Students with Disabilities",02,30,27,3," "," "," "," ",30,26,3," ",1," "," "," "," "," "," "," "," "," ",100,97," "
2012,00070013,Amesbury,"Amesbury Middle",06,"Low Income",04,44,42,1," "," "," ",1,44,41,1," ",1," ",1," "," "," "," "," "," "," ",100,98," "
2012,00070013,Amesbury,"Amesbury Middle",06,White,09,159,153,3," "," "," ",3,159,152,3," ",1," ",3," "," "," "," "," "," "," ",100,99," "
2012,00070013,Amesbury,"Amesbury Middle",07,"All Students",01,195,183,4,2," "," ",6,194,184,4," ",1," ",5," "," "," "," "," "," "," ",99,99," "
2012,00070013,Amesbury,"Amesbury Middle",07,"Students with Disabilities",02,31,26,4,1," "," "," ",31,27,4," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,00070013,Amesbury,"Amesbury Middle",07,"Low Income",04,60,54,3," "," "," ",3,59,53,3," ",1," ",2," "," "," "," "," "," "," ",100,98," "
2012,00070013,Amesbury,"Amesbury Middle",07,White,09,183,172,4,2," "," ",5,182,173,4," ",1," ",4," "," "," "," "," "," "," ",99,99," "
2012,00070013,Amesbury,"Amesbury Middle",08,"All Students",01,204,198," "," ",1,2,3,202,196,1," "," ",2,3,202,196,1," "," ",2,3,100,100,100
2012,00070013,Amesbury,"Amesbury Middle",08,"Students with Disabilities",02,33,33," "," "," "," "," ",33,32,1," "," "," "," ",33,32,1," "," "," "," ",100,100,100
2012,00070013,Amesbury,"Amesbury Middle",08,"Low Income",04,56,51," "," ",1,2,2,54,50," "," "," ",2,2,54,50," "," "," ",2,2,98,100,100
2012,00070013,Amesbury,"Amesbury Middle",08,Hispanic/Latino,07,13,12," "," "," "," ",1,13,11,1," "," "," ",1,13,11,1," "," "," ",1,100,100,100
2012,00070013,Amesbury,"Amesbury Middle",08,White,09,177,174," "," ",1," ",2,176,174," "," "," "," ",2,176,174," "," "," "," ",2,99,100,100
2012,00070013,Amesbury,"Amesbury Middle",08,"Multi-Race (non-Hispanic/Latino)",11,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,00070505,Amesbury,"Amesbury High",10,"All Students",01,160,152,1,1,1," ",5,159,152,1," ",1," ",5,161,144,1,1," "," ",15,99,99,99
2012,00070505,Amesbury,"Amesbury High",10,"Students with Disabilities",02,32,29,1," ",1," ",1,31,28,1," ",1," ",1,32,27,1," "," "," ",4,97,97,100
2012,00070505,Amesbury,"Amesbury High",10,"Low Income",04,35,29," "," ",1," ",5,35,29," "," ",1," ",5,36,29," "," "," "," ",7,97,97,100
2012,00070505,Amesbury,"Amesbury High",10,White,09,149,144,1,1,1," ",2,148,144,1," ",1," ",2,150,136,1,1," "," ",12,99,99,99
2012,00080009,Amherst,"Crocker Farm Elementary",03,"All Students",01,60,54," ",1," "," ",5,60,53," ",1," "," ",6," "," "," "," "," "," "," ",98,98," "
2012,00080009,Amherst,"Crocker Farm Elementary",03,"Students with Disabilities",02,15,15," "," "," "," "," ",15,14," ",1," "," "," "," "," "," "," "," "," "," ",100,93," "
2012,00080009,Amherst,"Crocker Farm Elementary",03,"ELL and Former ELL",03,11,9," ",1," "," ",1,11,9," "," "," "," ",2," "," "," "," "," "," "," ",91,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",03,"Low Income",04,29,24," ",1," "," ",4,29,23," ",1," "," ",5," "," "," "," "," "," "," ",97,97," "
2012,00080009,Amherst,"Crocker Farm Elementary",03,Hispanic/Latino,07,10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",03,White,09,32,31," "," "," "," ",1,32,30," ",1," "," ",1," "," "," "," "," "," "," ",100,97," "
2012,00080009,Amherst,"Crocker Farm Elementary",04,"All Students",01,39,37," "," ",1," ",1,39,38," "," "," "," ",1," "," "," "," "," "," "," ",97,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",04,"Low Income",04,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",04,White,09,19,18," "," ",1," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",95,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",05,"All Students",01,48,46," "," "," "," ",2,48,46," "," "," "," ",2,48,46," "," "," "," ",2,100,100,100
2012,00080009,Amherst,"Crocker Farm Elementary",05,"ELL and Former ELL",03,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,00080009,Amherst,"Crocker Farm Elementary",05,"Low Income",04,17,15," "," "," "," ",2,17,15," "," "," "," ",2,17,15," "," "," "," ",2,100,100,100
2012,00080009,Amherst,"Crocker Farm Elementary",05,White,09,26,25," "," "," "," ",1,26,25," "," "," "," ",1,26,25," "," "," "," ",1,100,100,100
2012,00080009,Amherst,"Crocker Farm Elementary",06,"All Students",01,50,47," ",1," "," ",2,50,47," "," "," "," ",3," "," "," "," "," "," "," ",98,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",06,"Students with Disabilities",02,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",06,"ELL and Former ELL",03,10,9," ",1," "," "," ",10,9," "," "," "," ",1," "," "," "," "," "," "," ",90,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",06,"Low Income",04,26,23," ",1," "," ",2,26,23," "," "," "," ",3," "," "," "," "," "," "," ",96,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",06,Hispanic/Latino,07,15,14," "," "," "," ",1,15,14," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00080009,Amherst,"Crocker Farm Elementary",06,White,09,18,18," "," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",03,"All Students",01,52,50," "," "," ",1,1,52,49," "," ",1,1,1," "," "," "," "," "," "," ",100,98," "
2012,00080020,Amherst,"Fort River Elementary",03,"Students with Disabilities",02,15,15," "," "," "," "," ",15,14," "," ",1," "," "," "," "," "," "," "," "," ",100,93," "
2012,00080020,Amherst,"Fort River Elementary",03,"Low Income",04,18,18," "," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",03,Hispanic/Latino,07,12,11," "," "," ",1," ",12,11," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",03,White,09,25,24," "," "," "," ",1,25,24," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",04,"All Students",01,52,52," "," "," "," "," ",53,52," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",04,"Students with Disabilities",02,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",04,"Low Income",04,18,18," "," "," "," "," ",19,18," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",04,Hispanic/Latino,07,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",04,White,09,24,24," "," "," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",05,"All Students",01,64,60," "," "," "," ",4,64,60," "," "," "," ",4,64,60," "," ",1," ",3,100,100,98
2012,00080020,Amherst,"Fort River Elementary",05,"Students with Disabilities",02,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2012,00080020,Amherst,"Fort River Elementary",05,"Low Income",04,28,26," "," "," "," ",2,28,26," "," "," "," ",2,28,26," "," "," "," ",2,100,100,100
2012,00080020,Amherst,"Fort River Elementary",05,Asian,06,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2012,00080020,Amherst,"Fort River Elementary",05,White,09,32,29," "," "," "," ",3,32,29," "," "," "," ",3,32,29," "," ",1," ",2,100,100,97
2012,00080020,Amherst,"Fort River Elementary",06,"All Students",01,62,61," "," ",1," "," ",63,62," "," "," ",1," "," "," "," "," "," "," "," ",98,100," "
2012,00080020,Amherst,"Fort River Elementary",06,"Students with Disabilities",02,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",06,"Low Income",04,18,18," "," "," "," "," ",19,18," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",06,Hispanic/Latino,07,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080020,Amherst,"Fort River Elementary",06,White,09,35,35," "," "," "," "," ",35,35," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080050,Amherst,"Wildwood Elementary",03,"All Students",01,69,62,1,4," "," ",2,68,61,1," "," ",4,2," "," "," "," "," "," "," ",99,100," "
2012,00080050,Amherst,"Wildwood Elementary",03,"Students with Disabilities",02,11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080050,Amherst,"Wildwood Elementary",03,"ELL and Former ELL",03,19,14," ",4," "," ",1,18,13," "," "," ",4,1," "," "," "," "," "," "," ",95,100," "
2012,00080050,Amherst,"Wildwood Elementary",03,"Low Income",04,27,22," ",4," "," ",1,26,21," "," "," ",4,1," "," "," "," "," "," "," ",96,100," "
2012,00080050,Amherst,"Wildwood Elementary",03,Asian,06,12,8,1,2," "," ",1,11,7,1," "," ",2,1," "," "," "," "," "," "," ",100,100," "
2012,00080050,Amherst,"Wildwood Elementary",03,Hispanic/Latino,07,12,11," "," "," "," ",1,12,11," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00080050,Amherst,"Wildwood Elementary",03,White,09,36,34," ",2," "," "," ",36,34," "," "," ",2," "," "," "," "," "," "," "," ",97,100," "
2012,00080050,Amherst,"Wildwood Elementary",04,"All Students",01,68,62,2,2," ",1,1,68,63,2,2," ",1," "," "," "," "," "," "," "," ",97,97," "
2012,00080050,Amherst,"Wildwood Elementary",04,"Students with Disabilities",02,12,7,2,2," "," ",1,12,9,2,1," "," "," "," "," "," "," "," "," "," ",83,92," "
2012,00080050,Amherst,"Wildwood Elementary",04,"ELL and Former ELL",03,14,11,1,1," ",1," ",14,11,1,1," ",1," "," "," "," "," "," "," "," ",93,93," "
2012,00080050,Amherst,"Wildwood Elementary",04,"Low Income",04,30,26," ",2," ",1,1,30,27," ",2," ",1," "," "," "," "," "," "," "," ",93,93," "
2012,00080050,Amherst,"Wildwood Elementary",04,Asian,06,11,10,1," "," "," "," ",11,9,1,1," "," "," "," "," "," "," "," "," "," ",100,91," "
2012,00080050,Amherst,"Wildwood Elementary",04,Hispanic/Latino,07,12,10," ",1," "," ",1,12,11," ",1," "," "," "," "," "," "," "," "," "," ",92,92," "
2012,00080050,Amherst,"Wildwood Elementary",04,White,09,38,36,1," "," ",1," ",38,36,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00080050,Amherst,"Wildwood Elementary",05,"All Students",01,74,71,3," "," "," "," ",74,71,3," "," "," "," ",74,71,3," "," "," "," ",100,100,100
2012,00080050,Amherst,"Wildwood Elementary",05,"Students with Disabilities",02,19,16,3," "," "," "," ",19,16,3," "," "," "," ",19,16,3," "," "," "," ",100,100,100
2012,00080050,Amherst,"Wildwood Elementary",05,"ELL and Former ELL",03,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,00080050,Amherst,"Wildwood Elementary",05,"Low Income",04,20,19,1," "," "," "," ",20,19,1," "," "," "," ",20,19,1," "," "," "," ",100,100,100
2012,00080050,Amherst,"Wildwood Elementary",05,Hispanic/Latino,07,13,12,1," "," "," "," ",13,12,1," "," "," "," ",13,12,1," "," "," "," ",100,100,100
2012,00080050,Amherst,"Wildwood Elementary",05,White,09,44,42,2," "," "," "," ",44,42,2," "," "," "," ",44,42,2," "," "," "," ",100,100,100
2012,00080050,Amherst,"Wildwood Elementary",06,"All Students",01,55,52,1,1," ",1," ",55,52,1," ",1,1," "," "," "," "," "," "," "," ",98,98," "
2012,00080050,Amherst,"Wildwood Elementary",06,"Low Income",04,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080050,Amherst,"Wildwood Elementary",06,White,09,32,30,1,1," "," "," ",32,30,1," ",1," "," "," "," "," "," "," "," "," ",97,97," "
2012,00090003,Andover,"Bancroft Elementary",03,"All Students",01,96,94,1," "," "," ",1,96,92,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00090003,Andover,"Bancroft Elementary",03,"Students with Disabilities",02,16,15,1," "," "," "," ",16,13,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090003,Andover,"Bancroft Elementary",03,White,09,78,77," "," "," "," ",1,78,77," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,00090003,Andover,"Bancroft Elementary",04,"All Students",01,94,86,3," "," ",1,4,94,87,2," "," ",1,4," "," "," "," "," "," "," ",100,100," "
2012,00090003,Andover,"Bancroft Elementary",04,"Students with Disabilities",02,19,16,3," "," "," "," ",19,17,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090003,Andover,"Bancroft Elementary",04,"Low Income",04,10,6,2," "," ",1,1,10,7,1," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2012,00090003,Andover,"Bancroft Elementary",04,White,09,73,69,1," "," "," ",3,73,69,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,00090003,Andover,"Bancroft Elementary",05,"All Students",01,90,85,1," ",1," ",3,90,86,1," "," "," ",3,90,86,1," "," "," ",3,99,100,100
2012,00090003,Andover,"Bancroft Elementary",05,"Students with Disabilities",02,16,14,1," ",1," "," ",16,15,1," "," "," "," ",16,15,1," "," "," "," ",94,100,100
2012,00090003,Andover,"Bancroft Elementary",05,White,09,77,74," "," "," "," ",3,77,74," "," "," "," ",3,77,74," "," "," "," ",3,100,100,100
2012,00090004,Andover,"High Plain Elementary",03,"All Students",01,120,109,5," "," "," ",6,121,110,4," "," ",1,6," "," "," "," "," "," "," ",100,100," "
2012,00090004,Andover,"High Plain Elementary",03,"Students with Disabilities",02,33,27,5," "," "," ",1,33,28,4," "," "," ",1," "," "," "," "," "," "," ",100,100," "
