Year,org_code,DistrictName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,00070000,Amesbury,06,Hispanic/Latino,11,10,1," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00070000,Amesbury,06,White,178,175,3," "," "," ",178,176,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00070000,Amesbury,06,"Special Ed",32,28,4," "," "," ",32,29,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00070000,Amesbury,07,"All Students",177,174,1,1,1," ",178,175,1,1,1," "," "," "," "," "," "," "," ",99,99," "
2010,00070000,Amesbury,07,"Low Income",46,44," ",1,1," ",47,45," ",1,1," "," "," "," "," "," "," "," ",96,96," "
2010,00070000,Amesbury,07,White,168,165,1,1,1," ",169,166,1,1,1," "," "," "," "," "," "," "," ",99,99," "
2010,00070000,Amesbury,07,"Special Ed",29,26,1,1,1," ",29,26,1,1,1," "," "," "," "," "," "," "," ",93,93," "
2010,00070000,Amesbury,08,"All Students",198,192,5," ",1," ",198,193,5," "," "," ",198,193,5," "," "," "," ",99,100,100
2010,00070000,Amesbury,08,"Low Income",41,39,2," "," "," ",41,39,2," "," "," ",41,39,2," "," "," "," ",100,100,100
2010,00070000,Amesbury,08,White,187,181,5," ",1," ",187,182,5," "," "," ",187,182,5," "," "," "," ",99,100,100
2010,00070000,Amesbury,08,"Special Ed",32,27,5," "," "," ",32,27,5," "," "," ",32,27,5," "," "," "," ",100,100,100
2010,00070000,Amesbury,10,"All Students",163,154,3,2,2," ",163,155,4,1,3," ",163,135,3,5," "," ",20,98,98,97
2010,00070000,Amesbury,10,"Low Income",29,26,1,1,1," ",29,26,1," ",2," ",29,20,1,3," "," ",5,93,93,90
2010,00070000,Amesbury,10,White,147,138,3,2,2," ",147,139,4,1,3," ",147,123,3,5," "," ",16,97,97,97
2010,00070000,Amesbury,10,"Special Ed",22,16,3,2,1," ",22,15,4,1,2," ",22,11,3,2," "," ",6,86,86,91
2010,00080000,Amherst,03,"All Students",181,173,4," "," ",4,179,171,4," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,03,"Low Income",65,61,1," "," ",3,65,61,1," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,03,Black,15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,03,Asian,29,26," "," "," ",3,28,25," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,03,Hispanic/Latino,32,30,1," "," ",1,31,29,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,03,White,90,87,3," "," "," ",90,87,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,03,Multi-race,15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,03,"LEP/Formerly LEP",33,29," "," "," ",4,32,28," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,03,"Special Ed",43,38,4," "," ",1,43,38,4," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,04,"All Students",182,175,1," "," ",6,181,174,1," "," ",6," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,04,"Low Income",60,56," "," "," ",4,60,56," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,04,Black,15,14," "," "," ",1,15,14," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,04,Asian,16,11," "," "," ",5,16,11," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,04,Hispanic/Latino,33,33," "," "," "," ",32,32," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,04,White,94,93,1," "," "," ",94,93,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,04,Multi-race,21,21," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,04,"LEP/Formerly LEP",27,21," "," "," ",6,27,21," "," "," ",6," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,04,"Special Ed",39,38,1," "," "," ",39,38,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,05,"All Students",196,190,3," "," ",3,196,188,4," ",1,3,195,185,4,2,1,3," ",100,99,98
2010,00080000,Amherst,05,"Low Income",65,63,1," "," ",1,65,62,1," ",1,1,64,61,1," ",1,1," ",100,98,98
2010,00080000,Amherst,05,Black,19,18," "," "," ",1,19,17," "," ",1,1,19,17," "," ",1,1," ",100,95,95
2010,00080000,Amherst,05,Asian,27,25," "," "," ",2,27,25," "," "," ",2,26,24," "," "," ",2," ",100,100,100
2010,00080000,Amherst,05,Hispanic/Latino,26,26," "," "," "," ",26,26," "," "," "," ",26,25," ",1," "," "," ",100,100,96
2010,00080000,Amherst,05,White,103,101,2," "," "," ",103,101,2," "," "," ",103,100,2,1," "," "," ",100,100,99
2010,00080000,Amherst,05,Multi-race,21,20,1," "," "," ",21,19,2," "," "," ",21,19,2," "," "," "," ",100,100,100
2010,00080000,Amherst,05,"LEP/Formerly LEP",33,30," "," "," ",3,33,30," "," "," ",3,32,29," "," "," ",3," ",100,100,100
2010,00080000,Amherst,05,"Special Ed",40,37,3," "," "," ",40,35,4," ",1," ",40,35,4," ",1," "," ",100,98,98
2010,00080000,Amherst,06,"All Students",179,176,3," "," "," ",178,175,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,06,"Low Income",47,47," "," "," "," ",46,46," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,06,Black,14,14," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,06,Asian,20,20," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,06,Hispanic/Latino,25,25," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,06,White,103,100,3," "," "," ",102,99,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,06,Multi-race,16,16," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,06,"LEP/Formerly LEP",18,18," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080000,Amherst,06,"Special Ed",44,41,3," "," "," ",44,41,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,03,"All Students",487,479,5," "," ",3,491,481,5," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,03,"Low Income",26,25,1," "," "," ",27,26,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,03,Asian,50,47," "," "," ",3,52,47," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,03,Hispanic/Latino,16,15,1," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,03,White,403,399,4," "," "," ",404,400,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,03,Multi-race,15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,03,"LEP/Formerly LEP",19,16," "," "," ",3,21,16," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,03,"Special Ed",87,82,5," "," "," ",88,83,5," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,04,"All Students",470,466,1," "," ",3,469,465,1," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,04,"Low Income",30,29,1," "," "," ",30,29,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,04,Asian,52,51," "," "," ",1,52,51," "," "," ",1," "," "," "," "," "," "," ",98,100," "
2010,00090000,Andover,04,Hispanic/Latino,17,16,1," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,04,White,393,391," "," "," ",2,392,390," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,04,"LEP/Formerly LEP",15,12," "," "," ",3,15,12," "," "," ",3," "," "," "," "," "," "," ",93,100," "
2010,00090000,Andover,04,"Special Ed",84,83,1," "," "," ",84,83,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,05,"All Students",526,519,6," "," ",1,527,519,6," "," ",2,527,519,6," "," ",2," ",100,100,100
2010,00090000,Andover,05,"Low Income",22,21,1," "," "," ",22,22," "," "," "," ",22,21,1," "," "," "," ",100,100,100
2010,00090000,Andover,05,Asian,49,48," "," "," ",1,51,49," "," "," ",2,51,49," "," "," ",2," ",100,100,100
2010,00090000,Andover,05,Hispanic/Latino,20,19,1," "," "," ",20,20," "," "," "," ",20,19,1," "," "," "," ",100,100,100
2010,00090000,Andover,05,White,438,434,4," "," "," ",437,432,5," "," "," ",437,433,4," "," "," "," ",100,100,100
2010,00090000,Andover,05,Multi-race,12,12," "," "," "," ",12,12," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2010,00090000,Andover,05,"LEP/Formerly LEP",9," "," "," "," "," ",10,8," "," "," ",2,10,7,1," "," ",2," "," ",100,100
2010,00090000,Andover,05,"Special Ed",89,83,6," "," "," ",89,83,6," "," "," ",89,83,6," "," "," "," ",100,100,100
2010,00090000,Andover,06,"All Students",500,491,7,1," ",1,500,490,8,1," ",1," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,06,"Low Income",29,28," "," "," ",1,29,27,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,06,Asian,58,58," "," "," "," ",58,58," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,06,Hispanic/Latino,15,14," "," "," ",1,15,14," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,06,White,407,400,6,1," "," ",407,399,7,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,06,Multi-race,12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,06,"LEP/Formerly LEP",10,9," "," "," ",1,10,9," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,06,"Special Ed",105,97,7,1," "," ",105,96,8,1," "," "," "," "," "," "," "," "," ",99,99," "
2010,00090000,Andover,07,"All Students",495,485,6,2,1,1,494,486,6,1," ",1," "," "," "," "," "," "," ",99,100," "
2010,00090000,Andover,07,"Low Income",32,31,1," "," "," ",32,31,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,07,Asian,58,57," "," "," ",1,58,57," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,07,Hispanic/Latino,21,20,1," "," "," ",21,20,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,07,White,401,393,5,2,1," ",400,394,5,1," "," "," "," "," "," "," "," "," ",99,100," "
2010,00090000,Andover,07,Multi-race,10,10," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,07,"LEP/Formerly LEP",10,9," "," "," ",1,10,9," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00090000,Andover,07,"Special Ed",79,71,6,2," "," ",78,71,6,1," "," "," "," "," "," "," "," "," ",97,99," "
2010,00090000,Andover,08,"All Students",497,484,9,3," ",1,498,479,13,5," ",1,498,484,8,5," ",1," ",99,99,99
2010,00090000,Andover,08,"Low Income",21,19,1," "," ",1,21,16,2,2," ",1,21,17,1,2," ",1," ",100,90,90
2010,00090000,Andover,08,Asian,53,52,1," "," "," ",53,51,1,1," "," ",53,51,1,1," "," "," ",100,98,98
2010,00090000,Andover,08,Hispanic/Latino,17,16," "," "," ",1,17,14,1,1," ",1,17,15," ",1," ",1," ",100,94,94
2010,00090000,Andover,08,White,409,400,7,2," "," ",409,399,9,1," "," ",409,402,6,1," "," "," ",100,100,100
2010,00090000,Andover,08,Multi-race,12,10,1,1," "," ",12,10,1,1," "," ",12,10,1,1," "," "," ",92,92,92
2010,00090000,Andover,08,"Special Ed",88,76,9,3," "," ",88,72,13,3," "," ",88,77,8,3," "," "," ",97,97,97
2010,00090000,Andover,10,"All Students",458,444,4,3,2," ",457,442,4,3,3," ",458,424,2,6,2," ",24,99,99,98
2010,00090000,Andover,10,"Low Income",33,32," "," "," "," ",32,31," "," "," "," ",33,31," "," "," "," ",2,100,100,100
2010,00090000,Andover,10,Black,15,15," "," "," "," ",15,15," "," "," "," ",15,12," "," "," "," ",3,100,100,100
2010,00090000,Andover,10,Asian,50,49,1," "," "," ",50,49,1," "," "," ",50,47," ",1," "," ",2,100,100,98
2010,00090000,Andover,10,Hispanic/Latino,16,16," "," "," "," ",15,15," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2010,00090000,Andover,10,White,367,354,3,3,2," ",367,353,3,3,3," ",367,339,2,5,2," ",19,99,98,98
2010,00090000,Andover,10,Multi-race,10,10," "," "," "," ",10,10," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2010,00090000,Andover,10,"Special Ed",80,68,4,3,2," ",80,68,4,3,2," ",80,67,2,5,2," ",4,94,94,91
2010,00100000,Arlington,03,"All Students",433,421,5,1," ",6,431,419,5," "," ",7," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,03,"Low Income",54,49," ",1," ",4,54,49," "," "," ",5," "," "," "," "," "," "," ",98,100," "
2010,00100000,Arlington,03,Black,20,16,2,1," ",1,20,16,2," "," ",2," "," "," "," "," "," "," ",95,100," "
2010,00100000,Arlington,03,Asian,57,53," "," "," ",4,57,53," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,03,Hispanic/Latino,25,25," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,03,White,307,303,3," "," ",1,305,301,3," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,03,Multi-race,23,23," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,03,"LEP/Formerly LEP",38,32," ",1," ",5,38,32," "," "," ",6," "," "," "," "," "," "," ",97,100," "
2010,00100000,Arlington,03,"Special Ed",53,48,5," "," "," ",53,48,5," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,04,"All Students",381,370,7," "," ",4,384,372,7," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,04,"Low Income",36,35," "," "," ",1,36,35," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,04,Asian,30,27," "," "," ",3,31,27," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,04,Hispanic/Latino,17,17," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,04,White,318,310,7," "," ",1,320,312,7," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,04,"LEP/Formerly LEP",25,22," "," "," ",3,26,22," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,04,"Special Ed",53,46,7," "," "," ",53,46,7," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,05,"All Students",364,348,11," "," ",5,366,348,11," ",1,6,366,349,10," ",1,6," ",100,100,100
2010,00100000,Arlington,05,"Low Income",42,36,4," "," ",2,42,36,4," "," ",2,42,37,3," "," ",2," ",100,100,100
2010,00100000,Arlington,05,Asian,38,34,1," "," ",3,38,34,1," "," ",3,38,34,1," "," ",3," ",100,100,100
2010,00100000,Arlington,05,Hispanic/Latino,20,18,1," "," ",1,20,18,1," "," ",1,20,18,1," "," ",1," ",95,100,100
2010,00100000,Arlington,05,White,284,274,9," "," ",1,286,274,9," ",1,2,286,275,8," ",1,2," ",100,100,100
2010,00100000,Arlington,05,Multi-race,14,14," "," "," "," ",14,14," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2010,00100000,Arlington,05,"LEP/Formerly LEP",24,18,1," "," ",5,25,18,1," "," ",6,25,18,1," "," ",6," ",96,100,100
2010,00100000,Arlington,05,"Special Ed",66,55,11," "," "," ",67,56,11," "," "," ",67,57,10," "," "," "," ",100,100,100
2010,00100000,Arlington,06,"All Students",363,356,3,2,2," ",363,360,3," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,00100000,Arlington,06,"Low Income",42,40,2," "," "," ",42,40,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,06,Black,15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,06,Asian,34,33,1," "," "," ",34,33,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,06,Hispanic/Latino,15,15," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,06,White,293,287,2,2,2," ",293,291,2," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,00100000,Arlington,06,"LEP/Formerly LEP",22,22," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,06,"Special Ed",74,70,3," ",1," ",74,71,3," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,00100000,Arlington,07,"All Students",368,363,1,1,1,2,368,363,1," ",2,2," "," "," "," "," "," "," ",99,99," "
2010,00100000,Arlington,07,"Low Income",50,48," "," "," ",2,50,48," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,07,Black,14,14," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,07,Asian,26,24," "," "," ",2,26,24," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,07,Hispanic/Latino,22,22," "," "," "," ",22,21," "," ",1," "," "," "," "," "," "," "," ",100,95," "
2010,00100000,Arlington,07,White,298,295,1,1,1," ",298,296,1," ",1," "," "," "," "," "," "," "," ",99,100," "
2010,00100000,Arlington,07,"LEP/Formerly LEP",14,12," "," "," ",2,14,12," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00100000,Arlington,07,"Special Ed",65,64,1," "," "," ",65,63,1," ",1," "," "," "," "," "," "," "," ",100,98," "
2010,00100000,Arlington,08,"All Students",346,340,1,3," ",2,346,339,1,3,1,2,346,338,1,4,1,2," ",99,99,99
2010,00100000,Arlington,08,"Low Income",43,40,1,1," ",1,44,40,1,1,1,1,44,40,1,1,1,1," ",98,95,95
2010,00100000,Arlington,08,Black,15,15," "," "," "," ",15,14," "," ",1," ",15,14," "," ",1," "," ",100,93,93
2010,00100000,Arlington,08,Asian,23,22," "," "," ",1,23,22," "," "," ",1,23,22," "," "," ",1," ",100,100,100
2010,00100000,Arlington,08,Hispanic/Latino,20,19," ",1," "," ",20,19," ",1," "," ",20,19," ",1," "," "," ",95,95,95
2010,00100000,Arlington,08,White,281,277,1,2," ",1,281,277,1,2," ",1,281,276,1,3," ",1," ",99,99,99
2010,00100000,Arlington,08,"Special Ed",50,47,1,2," "," ",51,47,1,2,1," ",51,47,1,2,1," "," ",96,94,94
2010,00100000,Arlington,10,"All Students",294,282,2,8," "," ",295,287,2,3,1," ",299,267,1,6," "," ",25,97,99,98
2010,00100000,Arlington,10,"Low Income",34,31," ",2," "," ",35,34," "," "," "," ",39,27," ",4," "," ",8,94,100,89
2010,00100000,Arlington,10,Black,18,18," "," "," "," ",18,17," ",1," "," ",19,13," "," "," "," ",6,100,94,100
2010,00100000,Arlington,10,Asian,23,22," ",1," "," ",23,23," "," "," "," ",22,20," ",1," "," ",1,96,100,95
2010,00100000,Arlington,10,Hispanic/Latino,14,14," "," "," "," ",14,14," "," "," "," ",16,11," ",2," "," ",3,100,100,88
2010,00100000,Arlington,10,White,227,216,2,7," "," ",228,221,2,2,1," ",230,211,1,3," "," ",15,97,99,99
2010,00100000,Arlington,10,Multi-race,10,10," "," "," "," ",10,10," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2010,00100000,Arlington,10,"LEP/Formerly LEP",10,9," ",1," "," ",10,10," "," "," "," ",10,5," ",1," "," ",4,90,100,90
2010,00100000,Arlington,10,"Special Ed",55,48,2,3," "," ",55,48,2,3," "," ",60,42,1,5," "," ",12,94,94,92
2010,00140000,Ashland,03,"All Students",201,199,2," "," "," ",201,199,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,03,"Low Income",27,27," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,03,Asian,22,22," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,03,Hispanic/Latino,12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,03,White,160,158,2," "," "," ",160,158,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,03,"Special Ed",28,26,2," "," "," ",28,26,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,04,"All Students",197,196,1," "," "," ",197,196,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,04,"Low Income",18,18," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,04,Asian,20,20," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,04,Hispanic/Latino,11,11," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,04,White,155,154,1," "," "," ",156,155,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,04,"LEP/Formerly LEP",10,10," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00140000,Ashland,04,"Special Ed",40,39,1," "," "," ",40,39,1," "," "," "," "," "," "," "," "," "," ",100,100," "
