Year,org_code,DistrictName,SchoolName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,00050405,Agawam,"Agawam Junior High",07,Hispanic/Latino,11,10," "," "," "," ",1,11,10," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00050405,Agawam,"Agawam Junior High",07,White,316,312," "," "," "," ",4,315,310," "," ",1," ",4," "," "," "," "," "," "," ",100,100," "
2010,00050405,Agawam,"Agawam Junior High",07,"LEP/Formerly LEP",14,13," "," "," "," ",1,14,13," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00050405,Agawam,"Agawam Junior High",07,"Special Ed",40,40," "," "," "," "," ",40,39," "," ",1," "," "," "," "," "," "," "," "," ",100,98," "
2010,00050405,Agawam,"Agawam Junior High",08,"All Students",371,355," ",1,1,1,13,371,355," ",1,1,1,13,371,355," ",1,1,1,13,99,99,99
2010,00050405,Agawam,"Agawam Junior High",08,"Low Income",91,79," ",1," ",1,10,91,79," ",1," ",1,10,91,79," ",1," ",1,10,98,99,99
2010,00050405,Agawam,"Agawam Junior High",08,Hispanic/Latino,12,11," "," "," "," ",1,12,11," "," "," "," ",1,12,11," "," "," "," ",1,100,100,100
2010,00050405,Agawam,"Agawam Junior High",08,White,344,333," ",1," ",1,9,344,332," ",1,1,1,9,344,332," ",1,1,1,9,99,99,99
2010,00050405,Agawam,"Agawam Junior High",08,"LEP/Formerly LEP",12,11," "," "," ",1," ",12,11," "," "," ",1," ",12,11," "," "," ",1," ",92,100,100
2010,00050405,Agawam,"Agawam Junior High",08,"Special Ed",43,38," ",1,1," ",3,44,39," ",1," "," ",4,44,39," ",1," "," ",4,95,98,98
2010,00050505,Agawam,"Agawam High",10,"All Students",332,294,2,8,2," ",26,331,295,2,4," "," ",30,332,285,1,1," "," ",45,97,99,100
2010,00050505,Agawam,"Agawam High",10,"Low Income",72,57," ",6,1," ",8,72,58," ",3," "," ",11,72,55," "," "," "," ",17,90,96,100
2010,00050505,Agawam,"Agawam High",10,White,317,284,2,5,2," ",24,316,283,2,4," "," ",27,318,276,1,1," "," ",40,98,99,100
2010,00050505,Agawam,"Agawam High",10,"Special Ed",43,30,2,4,1," ",6,43,31,2,2," "," ",8,43,28,1,1," "," ",13,88,95,98
2010,00070005,Amesbury,"Amesbury Elementary",03,"All Students",79,74,1," "," "," ",4,79,73,1," ",1," ",4," "," "," "," "," "," "," ",100,99," "
2010,00070005,Amesbury,"Amesbury Elementary",03,"Low Income",19,16," "," "," "," ",3,19,16," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00070005,Amesbury,"Amesbury Elementary",03,White,71,66,1," "," "," ",4,71,65,1," ",1," ",4," "," "," "," "," "," "," ",100,99," "
2010,00070005,Amesbury,"Amesbury Elementary",03,"Special Ed",18,16,1," "," "," ",1,18,15,1," ",1," ",1," "," "," "," "," "," "," ",100,94," "
2010,00070005,Amesbury,"Amesbury Elementary",04,"All Students",75,74," "," "," "," ",1,75,74," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00070005,Amesbury,"Amesbury Elementary",04,"Low Income",23,22," "," "," "," ",1,23,22," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00070005,Amesbury,"Amesbury Elementary",04,White,67,66," "," "," "," ",1,67,66," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00070010,Amesbury,"Charles C Cashman El",03,"All Students",100,95,4," "," "," ",1,100,94,5," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00070010,Amesbury,"Charles C Cashman El",03,"Low Income",26,23,2," "," "," ",1,26,22,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00070010,Amesbury,"Charles C Cashman El",03,White,91,89,1," "," "," ",1,91,88,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00070010,Amesbury,"Charles C Cashman El",03,"Special Ed",23,18,4," "," "," ",1,23,17,5," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00070010,Amesbury,"Charles C Cashman El",04,"All Students",93,91,2," "," "," "," ",93,90,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00070010,Amesbury,"Charles C Cashman El",04,"Low Income",21,21," "," "," "," "," ",21,21," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00070010,Amesbury,"Charles C Cashman El",04,White,90,88,2," "," "," "," ",90,87,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00070010,Amesbury,"Charles C Cashman El",04,"Special Ed",13,11,2," "," "," "," ",13,10,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00070013,Amesbury,"Amesbury Middle",05,"All Students",200,193,3," ",1," ",3,199,192,3," ",1," ",3,199,192,3," ",1," ",3,100,99,99
2010,00070013,Amesbury,"Amesbury Middle",05,"Low Income",51,49,2," "," "," "," ",51,49,2," "," "," "," ",51,49,2," "," "," "," ",100,100,100
2010,00070013,Amesbury,"Amesbury Middle",05,Hispanic/Latino,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2010,00070013,Amesbury,"Amesbury Middle",05,White,185,178,3," ",1," ",3,184,177,3," ",1," ",3,184,177,3," ",1," ",3,99,99,99
2010,00070013,Amesbury,"Amesbury Middle",05,"Special Ed",26,22,3," ",1," "," ",26,22,3," ",1," "," ",26,22,3," ",1," "," ",96,96,96
2010,00070013,Amesbury,"Amesbury Middle",06,"All Students",197,190,2," "," "," ",5,197,191,1," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,00070013,Amesbury,"Amesbury Middle",06,"Low Income",44,40,1," "," "," ",3,44,40,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00070013,Amesbury,"Amesbury Middle",06,Hispanic/Latino,11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00070013,Amesbury,"Amesbury Middle",06,White,175,169,1," "," "," ",5,175,170," "," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2010,00070013,Amesbury,"Amesbury Middle",06,"Special Ed",29,26,2," "," "," ",1,29,27,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00070013,Amesbury,"Amesbury Middle",07,"All Students",175,169,1,1,1," ",3,176,169,1,1,1," ",4," "," "," "," "," "," "," ",99,99," "
2010,00070013,Amesbury,"Amesbury Middle",07,"Low Income",45,41," ",1,1," ",2,46,41," ",1,1," ",3," "," "," "," "," "," "," ",96,96," "
2010,00070013,Amesbury,"Amesbury Middle",07,White,166,160,1,1,1," ",3,167,160,1,1,1," ",4," "," "," "," "," "," "," ",99,99," "
2010,00070013,Amesbury,"Amesbury Middle",07,"Special Ed",27,24,1,1,1," "," ",27,24,1,1,1," "," "," "," "," "," "," "," "," ",93,93," "
2010,00070013,Amesbury,"Amesbury Middle",08,"All Students",192,188,2," ",1," ",1,192,189,2," "," "," ",1,192,189,2," "," "," ",1,99,100,100
2010,00070013,Amesbury,"Amesbury Middle",08,"Low Income",37,37," "," "," "," "," ",37,37," "," "," "," "," ",37,37," "," "," "," "," ",100,100,100
2010,00070013,Amesbury,"Amesbury Middle",08,White,181,178,2," ",1," "," ",181,179,2," "," "," "," ",181,179,2," "," "," "," ",99,100,100
2010,00070013,Amesbury,"Amesbury Middle",08,"Special Ed",26,24,2," "," "," "," ",26,24,2," "," "," "," ",26,24,2," "," "," "," ",100,100,100
2010,00070505,Amesbury,"Amesbury High",10,"All Students",157,150,1,1,2," ",3,159,151,2," ",3," ",3,159,135,2,5," "," ",17,98,98,97
2010,00070505,Amesbury,"Amesbury High",10,"Low Income",28,25," ",1,1," ",1,28,25," "," ",2," ",1,28,20," ",3," "," ",5,93,93,89
2010,00070505,Amesbury,"Amesbury High",10,White,141,135,1,1,2," ",2,143,136,2," ",3," ",2,143,123,2,5," "," ",13,98,98,97
2010,00070505,Amesbury,"Amesbury High",10,"Special Ed",18,15,1,1,1," "," ",18,14,2," ",2," "," ",18,11,2,2," "," ",3,89,89,89
2010,00080009,Amherst,"Crocker Farm Elementary",03,"All Students",30,28," "," "," "," ",2,30,28," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",03,"Low Income",15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",03,Hispanic/Latino,11,10," "," "," "," ",1,11,10," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",03,White,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",03,"Special Ed",13,11," "," "," "," ",2,13,11," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",04,"All Students",38,36," "," "," "," ",2,37,35," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",04,"Low Income",19,18," "," "," "," ",1,19,18," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",04,Hispanic/Latino,18,17," "," "," "," ",1,17,16," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",04,White,14,13," "," "," "," ",1,14,13," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",04,"Special Ed",10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",05,"All Students",38,38," "," "," "," "," ",38,38," "," "," "," "," ",38,38," "," "," "," "," ",100,100,100
2010,00080009,Amherst,"Crocker Farm Elementary",05,"Low Income",21,21," "," "," "," "," ",21,21," "," "," "," "," ",21,21," "," "," "," "," ",100,100,100
2010,00080009,Amherst,"Crocker Farm Elementary",05,Hispanic/Latino,13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,00080009,Amherst,"Crocker Farm Elementary",05,White,17,17," "," "," "," "," ",17,17," "," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2010,00080009,Amherst,"Crocker Farm Elementary",05,"LEP/Formerly LEP",10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2010,00080009,Amherst,"Crocker Farm Elementary",06,"All Students",28,28," "," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",06,"Low Income",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080009,Amherst,"Crocker Farm Elementary",06,White,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",03,"All Students",66,63," "," "," ",1,2,66,63," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",03,"Low Income",24,21," "," "," ",1,2,24,21," "," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",03,Asian,14,13," "," "," ",1," ",14,13," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",03,White,31,31," "," "," "," "," ",31,31," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",03,"LEP/Formerly LEP",15,14," "," "," ",1," ",15,14," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",03,"Special Ed",14,13," "," "," ",1," ",14,13," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",04,"All Students",64,60," "," "," ",2,2,64,60," "," "," ",2,2," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",04,"Low Income",18,16," "," "," ",1,1,18,16," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",04,White,37,35," "," "," "," ",2,37,35," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",04,"Special Ed",14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",05,"All Students",74,70," "," "," ",3,1,74,69," "," ",1,3,1,73,66," ",2,1,3,1,100,99,96
2010,00080020,Amherst,"Fort River Elementary",05,"Low Income",26,24," "," "," ",1,1,26,23," "," ",1,1,1,25,22," "," ",1,1,1,100,96,96
2010,00080020,Amherst,"Fort River Elementary",05,Asian,16,13," "," "," ",2,1,16,13," "," "," ",2,1,15,12," "," "," ",2,1,100,100,100
2010,00080020,Amherst,"Fort River Elementary",05,White,39,39," "," "," "," "," ",39,39," "," "," "," "," ",39,38," ",1," "," "," ",100,100,97
2010,00080020,Amherst,"Fort River Elementary",05,"LEP/Formerly LEP",10,7," "," "," ",3," ",10,7," "," "," ",3," ",9," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",05,"Special Ed",12,12," "," "," "," "," ",12,11," "," ",1," "," ",12,11," "," ",1," "," ",100,92,92
2010,00080020,Amherst,"Fort River Elementary",06,"All Students",70,70," "," "," "," "," ",70,70," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",06,"Low Income",17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",06,Asian,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",06,Hispanic/Latino,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",06,White,37,37," "," "," "," "," ",37,37," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080020,Amherst,"Fort River Elementary",06,"Special Ed",15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080030,Amherst,"Marks Meadow Elementary School",03,"All Students",20,17," "," "," ",2,1,19,16," "," "," ",2,1," "," "," "," "," "," "," ",100,100," "
2010,00080030,Amherst,"Marks Meadow Elementary School",03,"Low Income",12,9," "," "," ",2,1,12,9," "," "," ",2,1," "," "," "," "," "," "," ",100,100," "
2010,00080030,Amherst,"Marks Meadow Elementary School",04,"All Students",23,20," "," "," ",3," ",23,20," "," "," ",3," "," "," "," "," "," "," "," ",100,100," "
2010,00080030,Amherst,"Marks Meadow Elementary School",04,White,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080030,Amherst,"Marks Meadow Elementary School",05,"All Students",25,24," "," "," "," ",1,25,24," "," "," "," ",1,25,24," "," "," "," ",1,100,100,100
2010,00080030,Amherst,"Marks Meadow Elementary School",05,White,13,12," "," "," "," ",1,13,12," "," "," "," ",1,13,12," "," "," "," ",1,100,100,100
2010,00080030,Amherst,"Marks Meadow Elementary School",06,"All Students",30,29," "," "," "," ",1,29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080030,Amherst,"Marks Meadow Elementary School",06,White,17,16," "," "," "," ",1,16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",03,"All Students",65,54,3," "," ",1,7,64,53,3," "," ",1,7," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",03,"Low Income",14,9,1," "," "," ",4,14,9,1," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",03,White,42,36,3," "," "," ",3,42,36,3," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",03,"Special Ed",13,7,3," "," "," ",3,13,7,3," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",04,"All Students",57,52,1," "," ",1,3,57,52,1," "," ",1,3," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",04,"Low Income",16,14," "," "," ",1,1,16,14," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",04,White,31,27,1," "," "," ",3,31,27,1," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",04,Multi-race,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",04,"Special Ed",11,9,1," "," "," ",1,11,9,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",05,"All Students",59,52,3," "," "," ",4,59,51,4," "," "," ",4,59,51,4," "," "," ",4,100,100,100
2010,00080050,Amherst,"Wildwood Elementary",05,White,34,30,2," "," "," ",2,34,30,2," "," "," ",2,34,30,2," "," "," ",2,100,100,100
2010,00080050,Amherst,"Wildwood Elementary",05,Multi-race,11,10,1," "," "," "," ",11,9,2," "," "," "," ",11,9,2," "," "," "," ",100,100,100
2010,00080050,Amherst,"Wildwood Elementary",05,"Special Ed",15,12,3," "," "," "," ",15,11,4," "," "," "," ",15,11,4," "," "," "," ",100,100,100
2010,00080050,Amherst,"Wildwood Elementary",06,"All Students",50,44,3," "," "," ",3,50,44,3," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",06,"Low Income",10,9," "," "," "," ",1,10,9," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",06,White,35,31,3," "," "," ",1,35,31,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00080050,Amherst,"Wildwood Elementary",06,"Special Ed",14,10,3," "," "," ",1,14,10,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00090003,Andover,"Bancroft Elementary",03,"All Students",81,81," "," "," "," "," ",82,81," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00090003,Andover,"Bancroft Elementary",03,White,70,70," "," "," "," "," ",70,70," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090003,Andover,"Bancroft Elementary",03,"Special Ed",13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090003,Andover,"Bancroft Elementary",04,"All Students",80,79,1," "," "," "," ",80,79,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090003,Andover,"Bancroft Elementary",04,White,65,65," "," "," "," "," ",65,65," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090003,Andover,"Bancroft Elementary",04,"Special Ed",18,17,1," "," "," "," ",18,17,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090003,Andover,"Bancroft Elementary",05,"All Students",87,85,2," "," "," "," ",87,86,1," "," "," "," ",87,85,2," "," "," "," ",100,100,100
2010,00090003,Andover,"Bancroft Elementary",05,White,73,72,1," "," "," "," ",73,72,1," "," "," "," ",73,72,1," "," "," "," ",100,100,100
2010,00090003,Andover,"Bancroft Elementary",05,"Special Ed",13,11,2," "," "," "," ",13,12,1," "," "," "," ",13,11,2," "," "," "," ",100,100,100
2010,00090004,Andover,"High Plain Elementary",03,"All Students",99,94,3," "," ",1,1,101,94,3," "," ",2,2," "," "," "," "," "," "," ",100,100," "
2010,00090004,Andover,"High Plain Elementary",03,Asian,19,18," "," "," ",1," ",20,18," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2010,00090004,Andover,"High Plain Elementary",03,White,72,69,2," "," "," ",1,73,69,2," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00090004,Andover,"High Plain Elementary",03,"Special Ed",25,21,3," "," "," ",1,25,21,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,00090004,Andover,"High Plain Elementary",04,"All Students",90,87," "," "," "," ",3,90,87," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2010,00090004,Andover,"High Plain Elementary",04,Asian,19,17," "," "," "," ",2,19,17," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2010,00090004,Andover,"High Plain Elementary",04,White,62,62," "," "," "," "," ",62,62," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090004,Andover,"High Plain Elementary",04,"Special Ed",17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,00090004,Andover,"High Plain Elementary",05,"All Students",98,96," "," "," "," ",2,98,95,1," "," "," ",2,98,96," "," "," "," ",2,100,100,100
2010,00090004,Andover,"High Plain Elementary",05,Asian,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,00090004,Andover,"High Plain Elementary",05,White,76,75," "," "," "," ",1,76,74,1," "," "," ",1,76,75," "," "," "," ",1,100,100,100
2010,00090004,Andover,"High Plain Elementary",05,"Special Ed",23,23," "," "," "," "," ",23,22,1," "," "," "," ",23,23," "," "," "," "," ",100,100,100
