Year,Org_code,DistrictName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,00050000,Agawam,07,Hispanic/Latino,07,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00050000,Agawam,07,White,09,331,317,10,1,3," "," ",331,318,11," ",2," "," "," "," "," "," "," "," "," ",99,99," "
2012,00050000,Agawam,08,"All Students",01,361,355,5,1," "," "," ",362,355,5,1,1," "," ",362,355,5,1,1," "," ",100,99,99
2012,00050000,Agawam,08,"Students with Disabilities",02,61,56,5," "," "," "," ",62,56,5," ",1," "," ",62,56,5," ",1," "," ",100,98,98
2012,00050000,Agawam,08,"ELL and Former ELL",03,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,00050000,Agawam,08,"Low Income",04,111,108,3," "," "," "," ",111,107,3," ",1," "," ",111,107,3," ",1," "," ",100,99,99
2012,00050000,Agawam,08,Hispanic/Latino,07,17,17," "," "," "," "," ",17,17," "," "," "," "," ",17,17," "," "," "," "," ",100,100,100
2012,00050000,Agawam,08,White,09,330,324,5,1," "," "," ",331,324,5,1,1," "," ",331,324,5,1,1," "," ",100,99,99
2012,00050000,Agawam,10,"All Students",01,350,341,3,4,1,1," ",349,341,3,2,2,1," ",350,324,1,3," ",1,21,99,99,99
2012,00050000,Agawam,10,"Students with Disabilities",02,53,46,3,2,1,1," ",53,48,3," ",1,1," ",54,44,1,2," ",1,6,94,98,96
2012,00050000,Agawam,10,"Low Income",04,88,86," "," ",1,1," ",88,85," ",2," ",1," ",88,79," ",1," ",1,7,99,98,99
2012,00050000,Agawam,10,White,09,326,318,3,4,1," "," ",326,319,3,2,2," "," ",327,306,1,3," "," ",17,98,99,99
2012,00070000,Amesbury,03,"All Students",01,178,175,1,1," ",1," ",177,173,2," ",1,1," "," "," "," "," "," "," "," ",99,99," "
2012,00070000,Amesbury,03,"Students with Disabilities",02,31,29,1,1," "," "," ",31,28,2," ",1," "," "," "," "," "," "," "," "," ",97,97," "
2012,00070000,Amesbury,03,"Low Income",04,50,47,1,1," ",1," ",49,46,2," "," ",1," "," "," "," "," "," "," "," ",98,100," "
2012,00070000,Amesbury,03,White,09,159,158,1," "," "," "," ",159,156,2," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,00070000,Amesbury,04,"All Students",01,187,183,2," ",2," "," ",186,184,2," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,00070000,Amesbury,04,"Students with Disabilities",02,38,35,2," ",1," "," ",38,36,2," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,00070000,Amesbury,04,"Low Income",04,43,40,2," ",1," "," ",42,40,2," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,00070000,Amesbury,04,White,09,175,171,2," ",2," "," ",174,172,2," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,00070000,Amesbury,05,"All Students",01,186,180,6," "," "," "," ",185,179,6," "," "," "," ",185,179,6," "," "," "," ",100,100,100
2012,00070000,Amesbury,05,"Students with Disabilities",02,41,35,6," "," "," "," ",41,35,6," "," "," "," ",41,35,6," "," "," "," ",100,100,100
2012,00070000,Amesbury,05,"Low Income",04,55,54,1," "," "," "," ",54,53,1," "," "," "," ",54,53,1," "," "," "," ",100,100,100
2012,00070000,Amesbury,05,White,09,169,165,4," "," "," "," ",168,164,4," "," "," "," ",168,164,4," "," "," "," ",100,100,100
2012,00070000,Amesbury,06,"All Students",01,173,169,4," "," "," "," ",173,168,4," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,00070000,Amesbury,06,"Students with Disabilities",02,32,28,4," "," "," "," ",32,27,4," ",1," "," "," "," "," "," "," "," "," ",100,97," "
2012,00070000,Amesbury,06,"Low Income",04,44,43,1," "," "," "," ",44,42,1," ",1," "," "," "," "," "," "," "," "," ",100,98," "
2012,00070000,Amesbury,06,White,09,161,157,4," "," "," "," ",161,156,4," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,00070000,Amesbury,07,"All Students",01,199,190,7,2," "," "," ",198,190,7," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2012,00070000,Amesbury,07,"Students with Disabilities",02,35,27,7,1," "," "," ",35,28,7," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,00070000,Amesbury,07,"Low Income",04,60,57,3," "," "," "," ",59,55,3," ",1," "," "," "," "," "," "," "," "," ",100,98," "
2012,00070000,Amesbury,07,White,09,187,178,7,2," "," "," ",186,178,7," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2012,00070000,Amesbury,08,"All Students",01,207,202,2," ",1,2," ",205,200,3," "," ",2," ",205,200,3," "," ",2," ",100,100,100
2012,00070000,Amesbury,08,"Students with Disabilities",02,36,34,2," "," "," "," ",36,33,3," "," "," "," ",36,33,3," "," "," "," ",100,100,100
2012,00070000,Amesbury,08,"Low Income",04,57,53,1," ",1,2," ",55,52,1," "," ",2," ",55,52,1," "," ",2," ",98,100,100
2012,00070000,Amesbury,08,Hispanic/Latino,07,13,13," "," "," "," "," ",13,12,1," "," "," "," ",13,12,1," "," "," "," ",100,100,100
2012,00070000,Amesbury,08,White,09,180,177,2," ",1," "," ",179,177,2," "," "," "," ",179,177,2," "," "," "," ",99,100,100
2012,00070000,Amesbury,08,"Multi-Race (non-Hispanic/Latino)",11,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,00070000,Amesbury,10,"All Students",01,166,160,4,1,1," "," ",165,160,4," ",1," "," ",167,146,4,1," "," ",16,99,99,99
2012,00070000,Amesbury,10,"Students with Disabilities",02,38,33,4," ",1," "," ",37,32,4," ",1," "," ",38,29,4," "," "," ",5,97,97,100
2012,00070000,Amesbury,10,"Low Income",04,38,35,2," ",1," "," ",38,35,2," ",1," "," ",39,30,2," "," "," ",7,97,97,100
2012,00070000,Amesbury,10,White,09,155,149,4,1,1," "," ",154,149,4," ",1," "," ",156,138,4,1," "," ",13,99,99,99
2012,00080000,Amherst,03,"All Students",01,181,174,1,5," ",1," ",180,172,1,1,1,5," "," "," "," "," "," "," "," ",99,99," "
2012,00080000,Amherst,03,"Students with Disabilities",02,41,40,1," "," "," "," ",41,38,1,1,1," "," "," "," "," "," "," "," "," ",100,95," "
2012,00080000,Amherst,03,"ELL and Former ELL",03,39,33," ",5," ",1," ",38,33," "," "," ",5," "," "," "," "," "," "," "," ",95,100," "
2012,00080000,Amherst,03,"Low Income",04,74,69," ",5," "," "," ",73,68," ",1," ",4," "," "," "," "," "," "," "," ",97,99," "
2012,00080000,Amherst,03,"African American",05,17,17," "," "," "," "," ",17,16," "," ",1," "," "," "," "," "," "," "," "," ",100,94," "
2012,00080000,Amherst,03,Asian,06,23,19,1,3," "," "," ",22,19,1," "," ",2," "," "," "," "," "," "," "," ",96,100," "
2012,00080000,Amherst,03,Hispanic/Latino,07,34,33," "," "," ",1," ",34,33," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00080000,Amherst,03,White,09,93,91," ",2," "," "," ",93,90," ",1," ",2," "," "," "," "," "," "," "," ",99,99," "
2012,00080000,Amherst,03,"Multi-Race (non-Hispanic/Latino)",11,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080000,Amherst,04,"All Students",01,161,154,3,2,1,1," ",162,156,3,2," ",1," "," "," "," "," "," "," "," ",98,99," "
2012,00080000,Amherst,04,"Students with Disabilities",02,35,30,3,2," "," "," ",35,31,3,1," "," "," "," "," "," "," "," "," "," ",94,97," "
2012,00080000,Amherst,04,"ELL and Former ELL",03,29,26,1,1," ",1," ",29,26,1,1," ",1," "," "," "," "," "," "," "," ",97,97," "
2012,00080000,Amherst,04,"Low Income",04,64,60,1,2," ",1," ",65,61,1,2," ",1," "," "," "," "," "," "," "," ",97,97," "
2012,00080000,Amherst,04,Asian,06,21,20,1," "," "," "," ",22,20,1,1," "," "," "," "," "," "," "," "," "," ",100,95," "
2012,00080000,Amherst,04,Hispanic/Latino,07,35,33,1,1," "," "," ",35,33,1,1," "," "," "," "," "," "," "," "," "," ",97,97," "
2012,00080000,Amherst,04,White,09,82,79,1," ",1,1," ",82,80,1," "," ",1," "," "," "," "," "," "," "," ",99,100," "
2012,00080000,Amherst,04,"Multi-Race (non-Hispanic/Latino)",11,13,12," ",1," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",92,100," "
2012,00080000,Amherst,05,"All Students",01,186,183,3," "," "," "," ",186,183,3," "," "," "," ",186,182,3," ",1," "," ",100,100,99
2012,00080000,Amherst,05,"Students with Disabilities",02,41,38,3," "," "," "," ",41,38,3," "," "," "," ",41,38,3," "," "," "," ",100,100,100
2012,00080000,Amherst,05,"ELL and Former ELL",03,29,29," "," "," "," "," ",29,29," "," "," "," "," ",29,29," "," "," "," "," ",100,100,100
2012,00080000,Amherst,05,"Low Income",04,65,64,1," "," "," "," ",65,64,1," "," "," "," ",65,64,1," "," "," "," ",100,100,100
2012,00080000,Amherst,05,"African American",05,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2012,00080000,Amherst,05,Asian,06,27,27," "," "," "," "," ",27,27," "," "," "," "," ",27,27," "," "," "," "," ",100,100,100
2012,00080000,Amherst,05,Hispanic/Latino,07,30,29,1," "," "," "," ",30,29,1," "," "," "," ",30,29,1," "," "," "," ",100,100,100
2012,00080000,Amherst,05,White,09,102,100,2," "," "," "," ",102,100,2," "," "," "," ",102,99,2," ",1," "," ",100,100,99
2012,00080000,Amherst,06,"All Students",01,167,162,1,2,1,1," ",168,164,1," ",1,2," "," "," "," "," "," "," "," ",98,99," "
2012,00080000,Amherst,06,"Students with Disabilities",02,36,35,1," "," "," "," ",36,35,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080000,Amherst,06,"ELL and Former ELL",03,21,19," ",1," ",1," ",22,20," "," "," ",2," "," "," "," "," "," "," "," ",95,100," "
2012,00080000,Amherst,06,"Low Income",04,57,56," ",1," "," "," ",58,57," "," "," ",1," "," "," "," "," "," "," "," ",98,100," "
2012,00080000,Amherst,06,"African American",05,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080000,Amherst,06,Asian,06,16,14," ",1," ",1," ",17,15," "," "," ",2," "," "," "," "," "," "," "," ",94,100," "
2012,00080000,Amherst,06,Hispanic/Latino,07,34,34," "," "," "," "," ",34,34," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00080000,Amherst,06,White,09,85,83,1,1," "," "," ",85,83,1," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2012,00080000,Amherst,06,"Multi-Race (non-Hispanic/Latino)",11,19,18," "," ",1," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",95,100," "
2012,00090000,Andover,03,"All Students",01,521,512,8," "," ",1," ",522,511,9," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,03,"Students with Disabilities",02,93,85,8," "," "," "," ",93,84,9," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,03,"ELL and Former ELL",03,18,16,1," "," ",1," ",19,17," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,03,"Low Income",04,21,17,4," "," "," "," ",21,15,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,03,Asian,06,83,81,2," "," "," "," ",84,82,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,03,Hispanic/Latino,07,21,17,3," "," ",1," ",21,15,5," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,03,White,09,398,395,3," "," "," "," ",398,395,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,03,"Multi-Race (non-Hispanic/Latino)",11,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,04,"All Students",01,514,502,10," "," ",2," ",514,504,8," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,04,"Students with Disabilities",02,98,88,10," "," "," "," ",98,90,8," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,04,"ELL and Former ELL",03,17,15," "," "," ",2," ",17,15," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,04,"Low Income",04,41,36,4," "," ",1," ",41,37,3," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,04,Asian,06,57,53,3," "," ",1," ",57,53,3," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,04,Hispanic/Latino,07,18,17,1," "," "," "," ",18,18," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,04,White,09,419,413,6," "," "," "," ",419,414,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,04,"Multi-Race (non-Hispanic/Latino)",11,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,05,"All Students",01,514,505,6," ",1,2," ",514,506,6," "," ",2," ",513,504,6," ",1,2," ",100,100,100
2012,00090000,Andover,05,"Students with Disabilities",02,95,88,6," ",1," "," ",95,89,6," "," "," "," ",95,88,6," ",1," "," ",99,100,99
2012,00090000,Andover,05,"ELL and Former ELL",03,12,10," "," "," ",2," ",12,10," "," "," ",2," ",12,10," "," "," ",2," ",100,100,100
2012,00090000,Andover,05,"Low Income",04,25,23,2," "," "," "," ",25,23,2," "," "," "," ",25,22,2," ",1," "," ",100,100,96
2012,00090000,Andover,05,Asian,06,59,58," "," "," ",1," ",59,58," "," "," ",1," ",59,58," "," "," ",1," ",100,100,100
2012,00090000,Andover,05,Hispanic/Latino,07,18,14,2," ",1,1," ",18,15,2," "," ",1," ",18,15,2," "," ",1," ",94,100,100
2012,00090000,Andover,05,White,09,411,407,4," "," "," "," ",411,407,4," "," "," "," ",411,406,4," ",1," "," ",100,100,100
2012,00090000,Andover,05,"Multi-Race (non-Hispanic/Latino)",11,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2012,00090000,Andover,06,"All Students",01,480,471,1,1,5,2," ",481,476,1," ",2,2," "," "," "," "," "," "," "," ",99,100," "
2012,00090000,Andover,06,"Students with Disabilities",02,90,86,1," ",3," "," ",90,88,1," ",1," "," "," "," "," "," "," "," "," ",97,99," "
2012,00090000,Andover,06,"ELL and Former ELL",03,15,13," "," "," ",2," ",15,13," "," "," ",2," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,06,"Low Income",04,33,30,1,1," ",1," ",33,31,1," "," ",1," "," "," "," "," "," "," "," ",97,100," "
2012,00090000,Andover,06,Asian,06,61,60," "," "," ",1," ",61,60," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,06,Hispanic/Latino,07,24,22,1," "," ",1," ",24,22,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,06,White,09,383,377," ",1,5," "," ",383,381," "," ",2," "," "," "," "," "," "," "," "," ",98,99," "
2012,00090000,Andover,07,"All Students",01,537,528,5,1,2,1," ",538,528,7,1,1,1," "," "," "," "," "," "," "," ",99,100," "
2012,00090000,Andover,07,"Students with Disabilities",02,89,83,5," ",1," "," ",90,83,7," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,00090000,Andover,07,"ELL and Former ELL",03,10,8," ",1," ",1," ",10,8," ",1," ",1," "," "," "," "," "," "," "," ",90,90," "
2012,00090000,Andover,07,"Low Income",04,30,30," "," "," "," "," ",30,30," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,07,Asian,06,52,52," "," "," "," "," ",52,52," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,07,Hispanic/Latino,07,30,28," ",1," ",1," ",30,28," ",1," ",1," "," "," "," "," "," "," "," ",97,97," "
2012,00090000,Andover,07,White,09,435,429,4," ",2," "," ",436,429,6," ",1," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,07,"Multi-Race (non-Hispanic/Latino)",11,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00090000,Andover,08,"All Students",01,519,508,8," ",1,2," ",518,505,9," ",2,2," ",518,507,8," ",1,2," ",100,100,100
2012,00090000,Andover,08,"Students with Disabilities",02,97,88,8," ",1," "," ",96,85,9," ",2," "," ",97,89,8," "," "," "," ",99,98,100
2012,00090000,Andover,08,"Low Income",04,29,28,1," "," "," "," ",29,28,1," "," "," "," ",29,28,1," "," "," "," ",100,100,100
2012,00090000,Andover,08,Asian,06,65,64," "," "," ",1," ",65,64," "," "," ",1," ",65,64," "," "," ",1," ",100,100,100
2012,00090000,Andover,08,Hispanic/Latino,07,19,17,1," "," ",1," ",19,17,1," "," ",1," ",19,17,1," "," ",1," ",100,100,100
2012,00090000,Andover,08,White,09,415,408,6," ",1," "," ",414,405,7," ",2," "," ",415,408,6," ",1," "," ",100,100,100
2012,00090000,Andover,08,"Multi-Race (non-Hispanic/Latino)",11,12,12," "," "," "," "," ",12,12," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2012,00090000,Andover,10,"All Students",01,457,445,8,3,1," "," ",458,445,8,1,4," "," ",458,429," ",1," "," ",28,99,99,100
2012,00090000,Andover,10,"Students with Disabilities",02,77,68,8,1," "," "," ",77,68,8," ",1," "," ",79,77," "," "," "," ",2,99,99,100
2012,00090000,Andover,10,"Low Income",04,28,27," "," ",1," "," ",28,27," ",1," "," "," ",27,22," ",1," "," ",4,96,96,96
2012,00090000,Andover,10,"African American",05,11,11," "," "," "," "," ",11,11," "," "," "," "," ",10,7," "," "," "," ",3,100,100,100
2012,00090000,Andover,10,Asian,06,53,53," "," "," "," "," ",53,53," "," "," "," "," ",53,47," "," "," "," ",6,100,100,100
2012,00090000,Andover,10,Hispanic/Latino,07,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,12," "," "," "," ",3,100,100,100
2012,00090000,Andover,10,White,09,364,354,7,2,1," "," ",365,353,7,1,4," "," ",366,351," ",1," "," ",14,99,99,100
2012,00090000,Andover,10,"Multi-Race (non-Hispanic/Latino)",11,14,12,1,1," "," "," ",14,13,1," "," "," "," ",14,12," "," "," "," ",2,93,100,100
2012,00100000,Arlington,03,"All Students",01,427,420,3," "," ",4," ",426,418,3," ",1,4," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,03,"Students with Disabilities",02,69,66,3," "," "," "," ",69,65,3," ",1," "," "," "," "," "," "," "," "," ",100,99," "
2012,00100000,Arlington,03,"ELL and Former ELL",03,31,27," "," "," ",4," ",30,26," "," "," ",4," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,03,"Low Income",04,47,43,1," "," ",3," ",47,43,1," "," ",3," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,03,"African American",05,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,03,Asian,06,33,32," "," "," ",1," ",32,31," "," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,03,Hispanic/Latino,07,23,23," "," "," "," "," ",23,23," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,03,White,09,343,337,3," "," ",3," ",343,336,3," ",1,3," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,03,"Multi-Race (non-Hispanic/Latino)",11,16,16," "," "," "," "," ",16,16," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,04,"All Students",01,391,381,6," ",1,3," ",393,380,8," "," ",5," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,04,"Students with Disabilities",02,69,62,6," ",1," "," ",69,61,8," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,00100000,Arlington,04,"ELL and Former ELL",03,32,29," "," "," ",3," ",32,28,1," "," ",3," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,04,"Low Income",04,56,53,1," ",1,1," ",56,53,2," "," ",1," "," "," "," "," "," "," "," ",98,100," "
2012,00100000,Arlington,04,"African American",05,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,04,Asian,06,42,40," "," "," ",2," ",44,40," "," "," ",4," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,04,Hispanic/Latino,07,21,21," "," "," "," "," ",21,20,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,04,White,09,304,296,6," ",1,1," ",304,296,7," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,04,"Multi-Race (non-Hispanic/Latino)",11,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,00100000,Arlington,05,"All Students",01,417,407,9," "," ",1," ",416,404,10,1," ",1," ",416,407,7,1," ",1," ",100,100,100
