REC_YEAR	ORG_CODE	SCHOOL	MAT_ID	MAT_ABBREVIATION	MCORE_HS_GRAD	MCORE_COMPL	MCORE_PCT	SORT
2009	00350000	00350558	12	High needs	63	63	100	40
2009	00350000	00350558	95	ELL	10	10	100	50
2009	00350000	00350558	9	Low income	62	62	100	60
2009	00350000	00350558	99	Students w/disabilities	15	15	100	70
2009	00350000	00350558	87	Afr. Amer./Black	30	30	100	80
2009	00350000	00350558	89	Hispanic/Latino	28	28	100	110
2009	00350000	00350560	5	All Students	381	381	100	10
2009	00350000	00350560	11	Female	218	218	100	20
2009	00350000	00350560	10	Male	163	163	100	30
2009	00350000	00350560	12	High needs	155	155	100	40
2009	00350000	00350560	9	Low income	153	153	100	60
2009	00350000	00350560	87	Afr. Amer./Black	28	28	100	80
2009	00350000	00350560	88	Asian	116	116	100	100
2009	00350000	00350560	89	Hispanic/Latino	26	26	100	110
2009	00350000	00350560	90	White	207	207	100	140
2009	00350000	00350565	5	All Students	43	43	100	10
2009	00350000	00350565	11	Female	16	16	100	20
2009	00350000	00350565	10	Male	27	27	100	30
2009	00350000	00350565	12	High needs	40	40	100	40
2009	00350000	00350565	9	Low income	38	38	100	60
2009	00350000	00350565	99	Students w/disabilities	8	8	100	70
2009	00350000	00350565	87	Afr. Amer./Black	16	16	100	80
2009	00350000	00350565	88	Asian	21	21	100	100
2009	00350000	00350574	5	All Students	53	53	100	10
2009	00350000	00350574	11	Female	29	29	100	20
2009	00350000	00350574	10	Male	24	24	100	30
2009	00350000	00350574	12	High needs	47	47	100	40
2009	00350000	00350574	9	Low income	45	45	100	60
2009	00350000	00350574	99	Students w/disabilities	11	11	100	70
2009	00350000	00350574	87	Afr. Amer./Black	28	28	100	80
2009	00350000	00350574	89	Hispanic/Latino	19	19	100	110
2009	00350000	00350575	5	All Students	235	235	100	10
2009	00350000	00350575	11	Female	145	145	100	20
2009	00350000	00350575	10	Male	90	90	100	30
2009	00350000	00350575	12	High needs	191	191	100	40
2009	00350000	00350575	9	Low income	191	191	100	60
2009	00350000	00350575	87	Afr. Amer./Black	110	110	100	80
2009	00350000	00350575	88	Asian	48	48	100	100
2009	00350000	00350575	89	Hispanic/Latino	57	57	100	110
2009	00350000	00350575	90	White	16	16	100	140
2009	00350000	00350576	5	All Students	61	61	100	10
2009	00350000	00350576	11	Female	29	29	100	20
2009	00350000	00350576	10	Male	32	32	100	30
2009	00350000	00350576	12	High needs	54	54	100	40
2009	00350000	00350576	9	Low income	53	53	100	60
2009	00350000	00350576	99	Students w/disabilities	9	9	100	70
2009	00350000	00350576	87	Afr. Amer./Black	23	23	100	80
2009	00350000	00350576	89	Hispanic/Latino	30	30	100	110
2009	00350000	00350576	90	White	8	8	100	140
2009	00350000	00350577	5	All Students	54	54	100	10
2009	00350000	00350577	11	Female	27	27	100	20
2009	00350000	00350577	10	Male	27	27	100	30
2009	00350000	00350577	12	High needs	43	43	100	40
2009	00350000	00350577	9	Low income	42	42	100	60
2009	00350000	00350577	99	Students w/disabilities	10	10	100	70
2009	00350000	00350577	87	Afr. Amer./Black	28	28	100	80
2009	00350000	00350577	89	Hispanic/Latino	8	8	100	110
2009	00350000	00350577	90	White	15	15	100	140
2009	00350000	00350578	5	All Students	70	70	100	10
2009	00350000	00350578	11	Female	36	36	100	20
2009	00350000	00350578	10	Male	34	34	100	30
2009	00350000	00350578	12	High needs	66	66	100	40
2009	00350000	00350578	95	ELL	16	16	100	50
2009	00350000	00350578	9	Low income	61	61	100	60
2009	00350000	00350578	99	Students w/disabilities	11	11	100	70
2009	00350000	00350578	87	Afr. Amer./Black	41	41	100	80
2009	00350000	00350578	89	Hispanic/Latino	18	18	100	110
2009	00350000	00350578	90	White	9	9	100	140
2009	00350000	00350579	5	All Students	57	57	100	10
2009	00350000	00350579	11	Female	20	20	100	20
2009	00350000	00350579	10	Male	37	37	100	30
2009	00350000	00350579	12	High needs	55	55	100	40
2009	00350000	00350579	9	Low income	54	54	100	60
2009	00350000	00350579	99	Students w/disabilities	13	13	100	70
2009	00350000	00350579	87	Afr. Amer./Black	29	29	100	80
2009	00350000	00350579	89	Hispanic/Latino	14	14	100	110
2009	00350000	00350579	90	White	9	9	100	140
2009	00350000	00350581	5	All Students	83	83	100	10
2009	00350000	00350581	11	Female	55	55	100	20
2009	00350000	00350581	10	Male	28	28	100	30
2009	00350000	00350581	12	High needs	78	78	100	40
2009	00350000	00350581	95	ELL	40	40	100	50
2009	00350000	00350581	9	Low income	75	75	100	60
2009	00350000	00350581	99	Students w/disabilities	10	10	100	70
2009	00350000	00350581	87	Afr. Amer./Black	59	59	100	80
2009	00350000	00350581	89	Hispanic/Latino	20	20	100	110
2009	00350000	00350582	5	All Students	47	47	100	10
2009	00350000	00350582	11	Female	12	12	100	20
2009	00350000	00350582	10	Male	35	35	100	30
2009	00350000	00350582	12	High needs	44	44	100	40
2009	00350000	00350582	9	Low income	43	43	100	60
2009	00350000	00350582	87	Afr. Amer./Black	23	23	100	80
2009	00350000	00350582	89	Hispanic/Latino	21	21	100	110
2009	00350000	00350583	5	All Students	59	59	100	10
2009	00350000	00350583	11	Female	32	32	100	20
2009	00350000	00350583	10	Male	27	27	100	30
2009	00350000	00350583	12	High needs	53	53	100	40
2009	00350000	00350583	9	Low income	52	52	100	60
2009	00350000	00350583	99	Students w/disabilities	10	10	100	70
2009	00350000	00350583	87	Afr. Amer./Black	39	39	100	80
2009	00350000	00350583	89	Hispanic/Latino	16	16	100	110
2009	00350000	00350690	5	All Students	75	75	100	10
2009	00350000	00350690	11	Female	42	42	100	20
2009	00350000	00350690	10	Male	33	33	100	30
2009	00350000	00350690	12	High needs	67	67	100	40
2009	00350000	00350690	9	Low income	65	65	100	60
2009	00350000	00350690	99	Students w/disabilities	10	10	100	70
2009	00350000	00350690	87	Afr. Amer./Black	43	43	100	80
2009	00350000	00350690	89	Hispanic/Latino	17	17	100	110
2009	00350000	00350690	90	White	8	8	100	140
2009	00350000		5	All Students	3577	3577	100	10
2009	00350000		11	Female	1910	1910	100	20
2009	00350000		10	Male	1667	1667	100	30
2009	00350000		12	High needs	3033	3033	100	40
2009	00350000		95	ELL	454	454	100	50
2009	00350000		9	Low income	2945	2945	100	60
2009	00350000		99	Students w/disabilities	531	531	100	70
2009	00350000		87	Afr. Amer./Black	1489	1489	100	80
2009	00350000		86	Amer. Ind. or Alaska Nat.	19	19	100	90
2009	00350000		88	Asian	386	386	100	100
2009	00350000		89	Hispanic/Latino	1085	1085	100	110
2009	00350000		92	Multi-race, Non-Hisp./Lat.	34	34	100	120
2009	00350000		90	White	559	559	100	140
2009	00360000	00360505	5	All Students	141	141	100	10
2009	00360000	00360505	11	Female	83	83	100	20
2009	00360000	00360505	10	Male	58	58	100	30
2009	00360000	00360505	12	High needs	46	46	100	40
2009	00360000	00360505	9	Low income	34	34	100	60
2009	00360000	00360505	99	Students w/disabilities	17	17	100	70
2009	00360000	00360505	92	Multi-race, Non-Hisp./Lat.	9	9	100	120
2009	00360000	00360505	90	White	123	123	100	140
2009	00360000		5	All Students	141	141	100	10
2009	00360000		11	Female	83	83	100	20
2009	00360000		10	Male	58	58	100	30
2009	00360000		12	High needs	46	46	100	40
2009	00360000		9	Low income	34	34	100	60
2009	00360000		99	Students w/disabilities	17	17	100	70
2009	00360000		92	Multi-race, Non-Hisp./Lat.	9	9	100	120
2009	00360000		90	White	123	123	100	140
2009	00400000	00400505	5	All Students	370	352	95.1	10
2009	00400000	00400505	11	Female	179	170	95	20
2009	00400000	00400505	10	Male	191	182	95.3	30
2009	00400000	00400505	12	High needs	122	108	88.5	40
2009	00400000	00400505	95	ELL	9	9	100	50
2009	00400000	00400505	9	Low income	76	69	90.8	60
2009	00400000	00400505	99	Students w/disabilities	64	55	85.9	70
2009	00400000	00400505	87	Afr. Amer./Black	13	12	92.3	80
2009	00400000	00400505	88	Asian	26	26	100	100
2009	00400000	00400505	89	Hispanic/Latino	11	11	100	110
2009	00400000	00400505	90	White	320	303	94.7	140
2009	00400000		5	All Students	374	356	95.2	10
2009	00400000		11	Female	181	172	95	20
2009	00400000		10	Male	193	184	95.3	30
2009	00400000		12	High needs	126	112	88.9	40
2009	00400000		95	ELL	9	9	100	50
2009	00400000		9	Low income	76	69	90.8	60
2009	00400000		99	Students w/disabilities	68	59	86.8	70
2009	00400000		87	Afr. Amer./Black	14	13	92.9	80
2009	00400000		88	Asian	26	26	100	100
2009	00400000		89	Hispanic/Latino	11	11	100	110
2009	00400000		90	White	323	306	94.7	140
2009	00440000	00440080	5	All Students	6	0	0	10
2009	00440000	00440080	10	Male	6	0	0	30
2009	00440000	00440505	5	All Students	882	181	20.5	10
2009	00440000	00440505	11	Female	486	108	22.2	20
2009	00440000	00440505	10	Male	396	73	18.4	30
2009	00440000	00440505	12	High needs	673	132	19.6	40
2009	00440000	00440505	95	ELL	139	2	1.4	50
2009	00440000	00440505	9	Low income	660	131	19.8	60
2009	00440000	00440505	99	Students w/disabilities	62	7	11.3	70
2009	00440000	00440505	87	Afr. Amer./Black	497	90	18.1	80
2009	00440000	00440505	88	Asian	25	12	48	100
2009	00440000	00440505	89	Hispanic/Latino	92	21	22.8	110
2009	00440000	00440505	92	Multi-race, Non-Hisp./Lat.	25	4	16	120
2009	00440000	00440505	90	White	238	53	22.3	140
2009	00440000	00440515	5	All Students	18	0	0	10
2009	00440000	00440515	11	Female	11	0	0	20
2009	00440000	00440515	10	Male	7	0	0	30
2009	00440000	00440515	12	High needs	15	0	0	40
2009	00440000	00440515	9	Low income	15	0	0	60
2009	00440000	00440515	90	White	9	0	0	140
2009	00440000		5	All Students	914	181	19.8	10
2009	00440000		11	Female	498	108	21.7	20
2009	00440000		10	Male	416	73	17.5	30
2009	00440000		12	High needs	701	132	18.8	40
2009	00440000		95	ELL	140	2	1.4	50
2009	00440000		9	Low income	686	131	19.1	60
2009	00440000		99	Students w/disabilities	74	7	9.5	70
2009	00440000		87	Afr. Amer./Black	507	90	17.8	80
2009	00440000		88	Asian	26	12	46.2	100
2009	00440000		89	Hispanic/Latino	94	21	22.3	110
2009	00440000		92	Multi-race, Non-Hisp./Lat.	28	4	14.3	120
2009	00440000		90	White	254	53	20.9	140
2009	00460000	00460505	5	All Students	431	418	97	10
2009	00460000	00460505	11	Female	214	207	96.7	20
2009	00460000	00460505	10	Male	217	211	97.2	30
2009	00460000	00460505	12	High needs	133	125	94	40
2009	00460000	00460505	95	ELL	22	21	95.5	50
2009	00460000	00460505	9	Low income	63	62	98.4	60
2009	00460000	00460505	99	Students w/disabilities	85	77	90.6	70
2009	00460000	00460505	87	Afr. Amer./Black	27	25	92.6	80
2009	00460000	00460505	88	Asian	76	75	98.7	100
2009	00460000	00460505	89	Hispanic/Latino	38	38	100	110
2009	00460000	00460505	92	Multi-race, Non-Hisp./Lat.	17	17	100	120
2009	00460000	00460505	90	White	271	261	96.3	140
2009	00460000		5	All Students	432	419	97	10
2009	00460000		11	Female	214	207	96.7	20
2009	00460000		10	Male	218	212	97.2	30
2009	00460000		12	High needs	134	126	94	40
2009	00460000		95	ELL	22	21	95.5	50
2009	00460000		9	Low income	63	62	98.4	60
2009	00460000		99	Students w/disabilities	86	78	90.7	70
2009	00460000		87	Afr. Amer./Black	27	25	92.6	80
2009	00460000		88	Asian	76	75	98.7	100
2009	00460000		89	Hispanic/Latino	38	38	100	110
2009	00460000		92	Multi-race, Non-Hisp./Lat.	17	17	100	120
2009	00460000		90	White	272	262	96.3	140
2009	00480000	00480505	5	All Students	240	240	100	10
2009	00480000	00480505	11	Female	122	122	100	20
2009	00480000	00480505	10	Male	118	118	100	30
2009	00480000	00480505	12	High needs	43	43	100	40
2009	00480000	00480505	95	ELL	8	8	100	50
2009	00480000	00480505	9	Low income	18	18	100	60
2009	00480000	00480505	99	Students w/disabilities	22	22	100	70
2009	00480000	00480505	88	Asian	38	38	100	100
2009	00480000	00480505	90	White	193	193	100	140
2009	00480000		5	All Students	243	241	99.2	10
2009	00480000		11	Female	123	122	99.2	20
2009	00480000		10	Male	120	119	99.2	30
2009	00480000		12	High needs	46	44	95.7	40
2009	00480000		95	ELL	8	8	100	50
2009	00480000		9	Low income	18	18	100	60
2009	00480000		99	Students w/disabilities	25	23	92	70
2009	00480000		88	Asian	38	38	100	100
2009	00480000		90	White	196	194	99	140
2009	00490000	00490506	5	All Students	356	177	49.7	10
2009	00490000	00490506	11	Female	175	86	49.1	20
2009	00490000	00490506	10	Male	181	91	50.3	30
2009	00490000	00490506	12	High needs	218	85	39	40
2009	00490000	00490506	95	ELL	32	6	18.8	50
2009	00490000	00490506	9	Low income	196	81	41.3	60
2009	00490000	00490506	99	Students w/disabilities	66	15	22.7	70
2009	00490000	00490506	87	Afr. Amer./Black	137	56	40.9	80
2009	00490000	00490506	88	Asian	39	21	53.8	100
2009	00490000	00490506	89	Hispanic/Latino	49	22	44.9	110
2009	00490000	00490506	92	Multi-race, Non-Hisp./Lat.	6	2	33.3	120
2009	00490000	00490506	90	White	123	75	61	140
2009	00490000		5	All Students	367	178	48.5	10
2009	00490000		11	Female	179	86	48	20
2009	00490000		10	Male	188	92	48.9	30
2009	00490000		12	High needs	229	86	37.6	40
2009	00490000		95	ELL	32	6	18.8	50
2009	00490000		9	Low income	199	81	40.7	60
2009	00490000		99	Students w/disabilities	77	16	20.8	70
2009	00490000		87	Afr. Amer./Black	139	57	41	80
2009	00490000		88	Asian	40	21	52.5	100
2009	00490000		89	Hispanic/Latino	52	22	42.3	110
2009	00490000		92	Multi-race, Non-Hisp./Lat.	6	2	33.3	120
2009	00490000		90	White	128	75	58.6	140
2009	00500000	00500505	5	All Students	188	188	100	10
2009	00500000	00500505	11	Female	88	88	100	20
2009	00500000	00500505	10	Male	100	100	100	30
2009	00500000	00500505	12	High needs	47	47	100	40
2009	00500000	00500505	9	Low income	30	30	100	60
2009	00500000	00500505	99	Students w/disabilities	25	25	100	70
2009	00500000	00500505	87	Afr. Amer./Black	23	23	100	80
2009	00500000	00500505	88	Asian	8	8	100	100
2009	00500000	00500505	89	Hispanic/Latino	8	8	100	110
2009	00500000	00500505	90	White	145	145	100	140
2009	00500000		5	All Students	189	189	100	10
2009	00500000		11	Female	88	88	100	20
2009	00500000		10	Male	101	101	100	30
2009	00500000		12	High needs	48	48	100	40
2009	00500000		9	Low income	30	30	100	60
2009	00500000		99	Students w/disabilities	26	26	100	70
2009	00500000		87	Afr. Amer./Black	23	23	100	80
2009	00500000		88	Asian	8	8	100	100
2009	00500000		89	Hispanic/Latino	8	8	100	110
2009	00500000		90	White	146	146	100	140
2009	00520000	00520405	5	All Students	127	127	100	10
2009	00520000	00520405	11	Female	66	66	100	20
2009	00520000	00520405	10	Male	61	61	100	30
2009	00520000	00520405	12	High needs	38	38	100	40
2009	00520000	00520405	9	Low income	31	31	100	60
2009	00520000	00520405	99	Students w/disabilities	11	11	100	70
2009	00520000	00520405	90	White	121	121	100	140
2009	00520000		5	All Students	127	127	100	10
2009	00520000		11	Female	66	66	100	20
2009	00520000		10	Male	61	61	100	30
2009	00520000		12	High needs	38	38	100	40
2009	00520000		9	Low income	31	31	100	60
2009	00520000		99	Students w/disabilities	11	11	100	70
2009	00520000		90	White	121	121	100	140
2009	00550000	00550505	5	All Students	51	50	98	10
2009	00550000	00550505	11	Female	35	34	97.1	20
2009	00550000	00550505	10	Male	16	16	100	30
2009	00550000	00550505	12	High needs	10	9	90	40
2009	00550000	00550505	9	Low income	7	6	85.7	60
2009	00550000	00550505	90	White	46	45	97.8	140
2009	00550000		5	All Students	51	50	98	10
2009	00550000		11	Female	35	34	97.1	20
2009	00550000		10	Male	16	16	100	30
2009	00550000		12	High needs	10	9	90	40
2009	00550000		9	Low income	7	6	85.7	60
2009	00550000		90	White	46	45	97.8	140
2009	00560000	00560505	5	All Students	413	413	100	10
2009	00560000	00560505	11	Female	224	224	100	20
2009	00560000	00560505	10	Male	189	189	100	30
2009	00560000	00560505	12	High needs	79	79	100	40
2009	00560000	00560505	9	Low income	32	32	100	60
2009	00560000	00560505	99	Students w/disabilities	52	52	100	70
2009	00560000	00560505	88	Asian	27	27	100	100
2009	00560000	00560505	89	Hispanic/Latino	6	6	100	110
2009	00560000	00560505	90	White	375	375	100	140
2009	00560000		5	All Students	419	418	99.8	10
2009	00560000		11	Female	225	225	100	20
2009	00560000		10	Male	194	193	99.5	30
2009	00560000		12	High needs	85	84	98.8	40
2009	00560000		9	Low income	34	34	100	60
2009	00560000		99	Students w/disabilities	58	57	98.3	70
2009	00560000		88	Asian	27	27	100	100
2009	00560000		89	Hispanic/Latino	6	6	100	110
2009	00560000		90	White	381	380	99.7	140
2009	00570000	00570505	5	All Students	257	257	100	10
2009	00570000	00570505	11	Female	132	132	100	20
2009	00570000	00570505	10	Male	125	125	100	30
2009	00570000	00570505	12	High needs	252	252	100	40
2009	00570000	00570505	95	ELL	53	53	100	50
2009	00570000	00570505	9	Low income	251	251	100	60
2009	00570000	00570505	99	Students w/disabilities	22	22	100	70
2009	00570000	00570505	87	Afr. Amer./Black	20	20	100	80
2009	00570000	00570505	88	Asian	17	17	100	100
2009	00570000	00570505	89	Hispanic/Latino	190	190	100	110
2009	00570000	00570505	90	White	28	28	100	140
2009	00570000		5	All Students	259	259	100	10
2009	00570000		11	Female	132	132	100	20
2009	00570000		10	Male	127	127	100	30
2009	00570000		12	High needs	254	254	100	40
2009	00570000		95	ELL	53	53	100	50
2009	00570000		9	Low income	253	253	100	60
2009	00570000		99	Students w/disabilities	24	24	100	70
2009	00570000		87	Afr. Amer./Black	20	20	100	80
2009	00570000		88	Asian	17	17	100	100
2009	00570000		89	Hispanic/Latino	192	192	100	110
2009	00570000		90	White	28	28	100	140
2009	00610000	00610021	5	All Students	17	0	0	10
2009	00610000	00610021	11	Female	7	0	0	20
2009	00610000	00610021	10	Male	10	0	0	30
2009	00610000	00610021	12	High needs	16	0	0	40
2009	00610000	00610021	9	Low income	16	0	0	60
2009	00610000	00610021	99	Students w/disabilities	7	0	0	70
2009	00610000	00610021	89	Hispanic/Latino	7	0	0	110
2009	00610000	00610021	90	White	10	0	0	140
2009	00610000	00610505	5	All Students	267	13	4.9	10
2009	00610000	00610505	11	Female	151	5	3.3	20
2009	00610000	00610505	10	Male	116	8	6.9	30
2009	00610000	00610505	12	High needs	141	13	9.2	40
2009	00610000	00610505	95	ELL	6	0	0	50
2009	00610000	00610505	9	Low income	133	13	9.8	60
2009	00610000	00610505	99	Students w/disabilities	22	2	9.1	70
2009	00610000	00610505	87	Afr. Amer./Black	7	0	0	80
2009	00610000	00610505	89	Hispanic/Latino	44	5	11.4	110
2009	00610000	00610505	90	White	213	8	3.8	140
2009	00610000	00610510	5	All Students	252	0	0	10
2009	00610000	00610510	11	Female	125	0	0	20
2009	00610000	00610510	10	Male	127	0	0	30
2009	00610000	00610510	12	High needs	116	0	0	40
2009	00610000	00610510	9	Low income	107	0	0	60
2009	00610000	00610510	99	Students w/disabilities	24	0	0	70
