FY_CODE,DISTRICT_CODE,DIST_NAME,SCHOOL_CODE,SCHOOL_NAME,ARH_SCH_PERCENTILE,ARH_SCH_TYPE,ARH_LEVEL,ARH_LEVEL_REASON_PERF,CUMPPI_ALL,CUMPPI_HN
2012,00390000,Boylston,00390005,"Boylston Elementary",77,"Elementary School","Level 2","Not meeting gap narrowing goals",74,64
2012,00400000,Braintree,00400005,Hollis,83,"Elementary School","Level 2","Not meeting gap narrowing goals",76,62
2012,00400000,Braintree,00400015,Highlands,87,"Elementary School","Level 2","Not meeting gap narrowing goals",88,46
2012,00400000,Braintree,00400020,"Mary E Flaherty School",95,"Elementary School","Level 1","Meeting gap narrowing goals",100,95
2012,00400000,Braintree,00400025,Liberty,88,"Elementary School","Level 1","Meeting gap narrowing goals",100,89
2012,00400000,Braintree,00400033,"Archie T Morrison",63,"Elementary School","Level 1","Meeting gap narrowing goals",83,80
2012,00400000,Braintree,00400050,"Donald Ross",84,"Elementary School","Level 1","Meeting gap narrowing goals",99,100
2012,00400000,Braintree,00400305,"East Middle School",85,"Middle School","Level 1","Meeting gap narrowing goals",99,94
2012,00400000,Braintree,00400310,"South Middle School",92,"Middle School","Level 1","Meeting gap narrowing goals",100,97
2012,00400000,Braintree,00400505,"Braintree High",78,"High School","Level 1","Meeting gap narrowing goals",100,94
2012,00410000,Brewster,00410005,"Stony Brook Elementary",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,00410000,Brewster,00410010,"Eddy Elementary",83,"Elementary School","Level 2","Not meeting gap narrowing goals",76,69
2012,00430000,Brimfield,00430005,"Brimfield Elementary",93,"Elementary School","Level 1","Meeting gap narrowing goals",100,100
2012,00440000,Brockton,00440001,"Dr W Arnone Community School",2,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",25,25
2012,00440000,Brockton,00440002,"Mary E. Baker School",2,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",37,37
2012,00440000,Brockton,00440003,"Manthala George Jr. School",6,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",59,52
2012,00440000,Brockton,00440010,Brookfield,14,"Elementary School","Level 3","Among lowest performing 20% of schools",58,52
2012,00440000,Brockton,00440017,"John F Kennedy",20,"Elementary School","Level 3","Among lowest performing 20% of schools",51,49
2012,00440000,Brockton,00440023,"Edgar B Davis",31,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",49,47
2012,00440000,Brockton,00440045,Hancock,19,"Elementary School","Level 3","Among lowest performing 20% of schools",51,49
2012,00440000,Brockton,00440050,"Gilmore School Early Childhood Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,00440000,Brockton,00440055,Huntington,2,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",54,63
2012,00440000,Brockton,00440065,"Louis F Angelo Elementary",27,"Elementary School","Level 2","Not meeting gap narrowing goals",59,56
2012,00440000,Brockton,00440078,"Oscar F Raymond",2,"Elementary-Middle School","Level 3","Among lowest performing 20% of schools",49,51
2012,00440000,Brockton,00440080,"B B Russell Alternative School",,"Middle-High School or K-12","Insufficient data","Insufficient data",,
2012,00440000,Brockton,00440110,Downey,8,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",46,53
2012,00440000,Brockton,00440400,"Goddard Alternative School",,"Middle-High School or K-12","Insufficient data","Insufficient data",,
2012,00440000,Brockton,00440405,"East Middle School",10,"Middle School","Level 3","Among lowest performing 20% of schools",76,75
2012,00440000,Brockton,00440410,"North Middle School",18,"Middle School","Level 3","Among lowest performing 20% of schools",50,53
2012,00440000,Brockton,00440415,"South Middle School",17,"Middle School","Level 3","Among lowest performing 20% of schools",55,62
2012,00440000,Brockton,00440420,"West Middle School",17,"Middle School","Level 3","Among lowest performing 20% of schools",72,70
2012,00440000,Brockton,00440421,"Ashfield Middle School",,"Middle School","Insufficient data","Insufficient data",,
2012,00440000,Brockton,00440422,"Joseph F. Plouffe Academy",,"Middle School","Insufficient data","Insufficient data",,
2012,00440000,Brockton,00440505,"Brockton High",29,"High School","Level 1","Meeting gap narrowing goals",87,86
2012,00440000,Brockton,00440515,"Brockton Champion High School",,"High School","Insufficient data","Insufficient data",,
2012,00450000,Brookfield,00450005,"Brookfield Elementary",69,"Elementary School","Level 2","Not meeting gap narrowing goals",82,68
2012,00460000,Brookline,00460005,"Edith C Baker",97,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",100,86
2012,00460000,Brookline,00460015,"Edward Devotion",83,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",94,58
2012,00460000,Brookline,00460020,"Michael Driscoll",93,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",99,89
2012,00460000,Brookline,00460025,Heath,98,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",100,89
2012,00460000,Brookline,00460030,Lawrence,83,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",85,79
2012,00460000,Brookline,00460035,"William H Lincoln",83,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",90,67
2012,00460000,Brookline,00460040,Pierce,88,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",98,73
2012,00460000,Brookline,00460045,"John D Runkle",83,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",92,69
2012,00460000,Brookline,00460060,"The Lynch Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,00460000,Brookline,00460505,"Brookline High",82,"High School","Level 2","Low MCAS participation (Less than 95%)",83,84
2012,00480000,Burlington,00480007,"Fox Hill",69,"Elementary School","Level 2","Not meeting gap narrowing goals",56,61
2012,00480000,Burlington,00480015,Memorial,37,"Elementary School","Level 2","Not meeting gap narrowing goals",62,
2012,00480000,Burlington,00480020,"Pine Glen Elementary",61,"Elementary School","Level 1","Meeting gap narrowing goals",97,100
2012,00480000,Burlington,00480035,"Francis Wyman Elementary",41,"Elementary School","Level 2","Not meeting gap narrowing goals",68,54
2012,00480000,Burlington,00480303,"Marshall Simonds Middle",68,"Middle School","Level 2","Not meeting gap narrowing goals",72,56
2012,00480000,Burlington,00480505,"Burlington High",74,"High School","Level 1","Meeting gap narrowing goals",76,78
2012,00490000,Cambridge,00490005,"Maria L. Baldwin",,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",61,55
2012,00490000,Cambridge,00490006,"Amigos School",73,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",87,73
2012,00490000,Cambridge,00490007,Cambridgeport,,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",65,72
2012,00490000,Cambridge,00490020,Haggerty,59,"Elementary School","Level 1","Meeting gap narrowing goals",87,89
2012,00490000,Cambridge,00490030,"Martin Luther King Jr.",,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",89,92
2012,00490000,Cambridge,00490035,"King Open",,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",65,74
2012,00490000,Cambridge,00490040,Kennedy-Longfellow,,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",47,42
2012,00490000,Cambridge,00490045,Morse,,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",87,89
2012,00490000,Cambridge,00490050,Peabody,,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",65,51
2012,00490000,Cambridge,00490065,"John M Tobin",,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",69,64
2012,00490000,Cambridge,00490080,"Graham and Parks",,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",80,87
2012,00490000,Cambridge,00490090,"Fletcher/Maynard Academy",,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",71,88
2012,00490000,Cambridge,00490506,"Cambridge Rindge and Latin",42,"High School","Level 2","Low MCAS participation (Less than 95%)",88,86
2012,00500000,Canton,00500010,"Rodman Early Childhood Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,00500000,Canton,00500012,"Lt Peter M Hansen",70,"Elementary School","Level 2","Not meeting gap narrowing goals",86,74
2012,00500000,Canton,00500017,"John F Kennedy",94,"Elementary School","Level 1","Meeting gap narrowing goals",100,83
2012,00500000,Canton,00500020,"Dean S Luce",64,"Elementary School","Level 2","Not meeting gap narrowing goals",63,48
2012,00500000,Canton,00500305,"Wm H Galvin Middle",73,"Middle School","Level 2","Not meeting gap narrowing goals",69,54
2012,00500000,Canton,00500505,"Canton High",69,"High School","Level 2","Not meeting gap narrowing goals",77,62
2012,00510000,Carlisle,00510025,"Carlisle School",99,"Elementary-Middle School","Level 1","Meeting gap narrowing goals",100,90
2012,00520000,Carver,00520015,"Carver Elementary School",33,"Elementary School","Level 2","Not meeting gap narrowing goals",64,63
2012,00520000,Carver,00520405,"Carver Middle/High School",44,"Middle-High School or K-12","Level 2","Not meeting gap narrowing goals",74,53
2012,00550000,Chatham,00550005,"Chatham Elementary",62,"Elementary School","Level 1","Meeting gap narrowing goals",86,
2012,00550000,Chatham,00550305,"Chatham Middle School",64,"Middle School","Level 2","Not meeting gap narrowing goals",58,38
2012,00550000,Chatham,00550505,"Chatham High",70,"High School","Level 2","Low MCAS participation (Less than 95%)",84,
2012,00560000,Chelmsford,00560001,"Community Education Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,00560000,Chelmsford,00560005,"Center Elementary School",74,"Elementary School","Level 2","Not meeting gap narrowing goals",68,89
2012,00560000,Chelmsford,00560015,"South Row",76,"Elementary School","Level 2","Not meeting gap narrowing goals",63,64
2012,00560000,Chelmsford,00560025,"Charles D Harrington",86,"Elementary School","Level 2","Not meeting gap narrowing goals",85,69
2012,00560000,Chelmsford,00560030,"Byam School",82,"Elementary School","Level 1","Meeting gap narrowing goals",81,100
2012,00560000,Chelmsford,00560305,"Col Moses Parker School",84,"Middle School","Level 1","Meeting gap narrowing goals",84,85
2012,00560000,Chelmsford,00560310,"McCarthy Middle School",80,"Middle School","Level 2","Not meeting gap narrowing goals",66,60
2012,00560000,Chelmsford,00560505,"Chelmsford High",83,"High School","Level 2","Not meeting gap narrowing goals",86,72
2012,00570000,Chelsea,00570003,"Shurtleff Early Childhood",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,00570000,Chelsea,00570025,"William A Berkowitz Elementary",16,"Elementary School","Level 3","Among lowest performing 20% of schools",44,47
2012,00570000,Chelsea,00570030,"Edgar A Hooks Elementary",32,"Elementary School","Level 2","Not meeting gap narrowing goals",68,64
2012,00570000,Chelsea,00570035,"George F. Kelly Elementary",29,"Elementary School","Level 2","Not meeting gap narrowing goals",61,65
2012,00570000,Chelsea,00570040,"Frank M Sokolowski Elementary",29,"Elementary School","Level 2","Not meeting gap narrowing goals",64,63
2012,00570000,Chelsea,00570045,"Eugene Wright Science and Technology Academy",9,"Middle School","Level 3","Among lowest performing 20% of schools",67,59
2012,00570000,Chelsea,00570050,"Clark Avenue School",19,"Middle School","Level 3","Among lowest performing 20% of schools",68,71
2012,00570000,Chelsea,00570055,"Joseph A. Browne School",11,"Middle School","Level 3","Among lowest performing 20% of schools",54,56
2012,00570000,Chelsea,00570505,"Chelsea High",5,"High School","Level 3","Among lowest performing 20% of schools and subgroups",62,63
2012,00610000,Chicopee,00610001,"Szetela Early Childhood Center",,"Early Elementary School","Insufficient data","Insufficient data",,
2012,00610000,Chicopee,00610003,Barry,52,"Elementary School","Level 1","Meeting gap narrowing goals",77,75
2012,00610000,Chicopee,00610010,Belcher,,"Early Elementary School","Insufficient data","Insufficient data",,
2012,00610000,Chicopee,00610015,Bowe,4,"Elementary School","Level 3","Among lowest performing 20% of schools and subgroups",62,54
2012,00610000,Chicopee,00610020,Bowie,21,"Elementary School","Level 2","Not meeting gap narrowing goals",54,35
2012,00610000,Chicopee,00610021,"Chicopee Academy",,"Middle-High School or K-12","Insufficient data","Insufficient data",,
2012,00610000,Chicopee,00610022,Litwin,24,"Elementary School","Level 2","Not meeting gap narrowing goals",81,70
2012,00610000,Chicopee,00610040,Lambert-Lavoie,26,"Elementary School","Level 2","Not meeting gap narrowing goals",71,61
2012,00610000,Chicopee,00610050,Selser,16,"Elementary School","Level 3","Among lowest performing 20% of schools",70,68
2012,00610000,Chicopee,00610065,"Streiber Memorial School",26,"Elementary School","Level 2","Not meeting gap narrowing goals",67,64
2012,00610000,Chicopee,00610090,"Gen John J Stefanik",16,"Elementary School","Level 3","Among lowest performing 20% of schools",62,59
2012,00610000,Chicopee,00610305,"Bellamy Middle",11,"Middle School","Level 3","Among lowest performing 20% of schools and subgroups",62,62
2012,00610000,Chicopee,00610310,"Fairview Middle",32,"Middle School","Level 2","Not meeting gap narrowing goals",78,73
2012,00610000,Chicopee,00610505,"Chicopee High",7,"High School","Level 3","Among lowest performing 20% of schools and subgroups",68,68
2012,00610000,Chicopee,00610510,"Chicopee Comprehensive High School",10,"High School","Level 3","Among lowest performing 20% of schools and subgroups",82,81
2012,00630000,Clarksburg,00630010,"Clarksburg Elementary",54,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",69,84
2012,00640000,Clinton,00640050,"Clinton Elementary",,"Elementary School","Level 1","Meeting gap narrowing goals",77,77
2012,00640000,Clinton,00640305,"Clinton Middle School",47,"Elementary-Middle School","Level 2","Not meeting gap narrowing goals",43,48
2012,00640000,Clinton,00640505,"Clinton Senior High",41,"High School","Level 2","Low MCAS participation (Less than 95%)",83,82
2012,00650000,Cohasset,00650005,"Deer Hill",87,"Elementary School","Level 2","Not meeting gap narrowing goals",89,68
